loyalty_guest_id,week_ending_date,transaction_date,first_transaction_date,days_from_first_transaction,guest_transaction_count,one_and_done,transaction_hour,time_of_day,day_of_week,message_key,transaction_date_utc,order_discount_amount,menu_item_id,menu_item_name,menu_item_description,plu,product_category_description,department_description,menu_item_status_type_description,flavor_description,flavor_long_name,flavor_short_name,line_item_quantity,line_item_amount,line_item_amount_less_vat,line_item_discount_amount,line_item_description,order_total,order_amount,iso_currency_alpha_code,restaurant_id,restaurant_city_name,restaurant_state_name,restaurant_country_name,restaurant_postal_code,restaurant_non_traditional_type_description,rewards_redeemed_amount,restaurant_number,business_date,promotion_id,promotion_name,promotion_description,discount_type_description,coupon_offer_plu,whole_order_dis_fos,whole_order_dis_fosd,line_item_id,is_employee_meal,is_catering_flag
U27c66lA,2024-11-24,2024-11-21 13:52:13.0000000,2024-11-21 13:52:13.0000000,0,2,0,13,Lunch,3,4,2024-11-21 13:52:13.0000000,0,10,Fountain Drink Medium,Fountain soda,100010,fountain,Food,Active,Coke,Coca-Cola,Coke,2,10.4799995422363,9.69999980926514,0,Fountain Drink Medium,29.0200004577637,26.8700008392334,USD,13,Boulder,Colorado,USA,20328,University,0,1013,2024-11-21,NULL,NULL,NULL,NULL,NULL,0,0,2,0,1
U27c66lA,2024-11-24,2024-11-21 13:52:13.0000000,2024-11-21 13:52:13.0000000,0,2,0,13,Lunch,3,4,2024-11-21 13:52:13.0000000,0,60,Mdp Bottled Drinks Item 60,mdp bottled drinks description,100060,mdp bottled drinks,Food,Active,M&M Cookie,M&M Cookie,MMCookie,2,9.35999965667725,8.67000007629395,0,Mdp Bottled Drinks Item 60,29.0200004577637,26.8700008392334,USD,13,Boulder,Colorado,USA,20328,University,0,1013,2024-11-21,NULL,NULL,NULL,NULL,NULL,0,0,3,0,1
KErc7eR7,2025-03-16,2025-03-14 13:58:51.0000000,2024-12-01 11:39:58.0000000,103,5,0,13,Lunch,4,5,2025-03-14 13:58:51.0000000,0,60,Mdp Bottled Drinks Item 60,mdp bottled drinks description,100060,mdp bottled drinks,Food,Active,M&M Cookie,M&M Cookie,MMCookie,2,29.1000003814697,26.9400005340576,0,Mdp Bottled Drinks Item 60,64.4000015258789,59.6300010681152,USD,13,Boulder,Colorado,USA,20328,University,0,1013,2025-03-14,NULL,NULL,NULL,NULL,NULL,0,0,1,0,1
KErc7eR7,2025-03-16,2025-03-14 13:58:51.0000000,2024-12-01 11:39:58.0000000,103,5,0,13,Lunch,4,5,2025-03-14 13:58:51.0000000,0,62,Pizza Item 62,pizza description,100062,pizza,Food,Active,Sprite,Sprite,Sprite,2,16.8600006103516,15.6099996566772,0,Pizza Item 62,64.4000015258789,59.6300010681152,USD,13,Boulder,Colorado,USA,20328,University,0,1013,2025-03-14,NULL,NULL,NULL,NULL,NULL,0,0,2,0,1
KErc7eR7,2025-03-16,2025-03-14 13:58:51.0000000,2024-12-01 11:39:58.0000000,103,5,0,13,Lunch,4,5,2025-03-14 13:58:51.0000000,0,54,Mdp Misc Item 54,mdp misc description,100054,mdp misc,Food,Active,Gluten-Free,Gluten-Free,GF,1,13.6700000762939,12.6599998474121,0,Mdp Misc Item 54,64.4000015258789,59.6300010681152,USD,13,Boulder,Colorado,USA,20328,University,0,1013,2025-03-14,NULL,NULL,NULL,NULL,NULL,0,0,3,0,1
DLJ9YV5c,2025-03-09,2025-03-09 20:23:23.0000000,2025-03-09 20:23:23.0000000,0,1,1,20,Dinner,6,6,2025-03-09 20:23:23.0000000,0,43,Mdp Breadsticks/Wings Item 43,mdp breadsticks/wings description,100043,mdp breadsticks/wings,Food,Active,Chocolate Chip,Chocolate Chip Cookie,ChocoChip,1,11.1000003814697,10.2799997329712,0,Mdp Breadsticks/Wings Item 43,58.7299995422363,54.3800010681152,USD,4,Boston,Massachusetts,USA,13905,Traditional,0,1004,2025-03-09,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,1,0,0
DLJ9YV5c,2025-03-09,2025-03-09 20:23:23.0000000,2025-03-09 20:23:23.0000000,0,1,1,20,Dinner,6,6,2025-03-09 20:23:23.0000000,0,103,Mdp Add-Ons Item 103,mdp add-ons description,100103,mdp add-ons,Food,Active,Multigrain,Multigrain,Multi,2,19.4799995422363,18.0400009155273,0,Mdp Add-Ons Item 103,58.7299995422363,54.3800010681152,USD,4,Boston,Massachusetts,USA,13905,Traditional,0,1004,2025-03-09,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,2,0,0
DLJ9YV5c,2025-03-09,2025-03-09 20:23:23.0000000,2025-03-09 20:23:23.0000000,0,1,1,20,Dinner,6,6,2025-03-09 20:23:23.0000000,0,83,Mdp Pizza Item 83,mdp pizza description,100083,mdp pizza,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,2,23.7999992370605,22.0400009155273,0,Mdp Pizza Item 83,58.7299995422363,54.3800010681152,USD,4,Boston,Massachusetts,USA,13905,Traditional,0,1004,2025-03-09,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,3,0,0
aDNKgeIn,2025-03-02,2025-02-24 15:40:53.0000000,2024-11-11 18:45:14.0000000,105,4,0,15,Afternoon,0,7,2025-02-24 15:40:53.0000000,0,40,3 Inch Item 40,3 inch description,100040,3 inch,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,1,5.21999979019165,4.82999992370605,0,3 Inch Item 40,25.6900005340576,23.7800006866455,USD,14,Scottsdale,Arizona,USA,91070,Walmart,0,1014,2025-02-24,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0
aDNKgeIn,2025-03-02,2025-02-24 15:40:53.0000000,2024-11-11 18:45:14.0000000,105,4,0,15,Afternoon,0,7,2025-02-24 15:40:53.0000000,0,6,Rotisserie Chicken Salad,Chicken salad,100006,salad,Food,Active,Multigrain,Multigrain,Multi,2,10.4399995803833,9.67000007629395,0,Rotisserie Chicken Salad,25.6900005340576,23.7800006866455,USD,14,Scottsdale,Arizona,USA,91070,Walmart,0,1014,2025-02-24,NULL,NULL,NULL,NULL,NULL,0,0,2,0,0
aDNKgeIn,2025-03-02,2025-02-24 15:40:53.0000000,2024-11-11 18:45:14.0000000,105,4,0,15,Afternoon,0,7,2025-02-24 15:40:53.0000000,0,72,Mdp Breadsticks/Wings Item 72,mdp breadsticks/wings description,100072,mdp breadsticks/wings,Food,Active,Chocolate Chip,Chocolate Chip Cookie,ChocoChip,1,8.11999988555908,7.51999998092651,0,Mdp Breadsticks/Wings Item 72,25.6900005340576,23.7800006866455,USD,14,Scottsdale,Arizona,USA,91070,Walmart,0,1014,2025-02-24,NULL,NULL,NULL,NULL,NULL,0,0,3,0,0
85PtmjHW,2025-05-11,2025-05-06 19:53:22.0000000,2025-05-06 19:53:22.0000000,0,1,1,19,Dinner,1,8,2025-05-06 19:53:22.0000000,6.55000019073486,76,Bottled Beverage Item 76,bottled beverage description,100076,bottled beverage,Food,Active,Lemonade,Lemonade,Lemonade,1,11,10.1899995803833,2.20000004768372,Bottled Beverage Item 76,35.3800010681152,32.7599983215332,USD,6,Alexandria,Virginia,USA,95181,Hospital,0,1006,2025-05-06,4,Employee Meal,Employee meal discount,Percent Discount,10004,6.55000019073486,2.20000004768372,1,0,0
85PtmjHW,2025-05-11,2025-05-06 19:53:22.0000000,2025-05-06 19:53:22.0000000,0,1,1,19,Dinner,1,8,2025-05-06 19:53:22.0000000,6.55000019073486,54,Mdp Misc Item 54,mdp misc description,100054,mdp misc,Food,Active,Gluten-Free,Gluten-Free,GF,1,5.42000007629395,5.01999998092651,1.08000004291534,Mdp Misc Item 54,35.3800010681152,32.7599983215332,USD,6,Alexandria,Virginia,USA,95181,Hospital,0,1006,2025-05-06,4,Employee Meal,Employee meal discount,Percent Discount,10004,6.55000019073486,1.08000004291534,2,0,0
85PtmjHW,2025-05-11,2025-05-06 19:53:22.0000000,2025-05-06 19:53:22.0000000,0,1,1,19,Dinner,1,8,2025-05-06 19:53:22.0000000,6.55000019073486,83,Mdp Pizza Item 83,mdp pizza description,100083,mdp pizza,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,2,16.3400001525879,15.1300001144409,3.26999998092651,Mdp Pizza Item 83,35.3800010681152,32.7599983215332,USD,6,Alexandria,Virginia,USA,95181,Hospital,0,1006,2025-05-06,4,Employee Meal,Employee meal discount,Percent Discount,10004,6.55000019073486,3.26999998092651,3,0,0
PYvK2g5H,2024-10-06,2024-10-01 12:10:57.0000000,2024-10-01 12:10:57.0000000,0,6,0,12,Lunch,1,9,2024-10-01 12:10:57.0000000,0,52,Chips Item 52,chips description,100052,chips,Food,Active,Lemonade,Lemonade,Lemonade,1,4.42000007629395,4.09000015258789,0,Chips Item 52,39.7099990844727,36.7700004577637,USD,1,Rochester,New York,USA,24592,Traditional,0,1001,2024-10-01,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0
PYvK2g5H,2024-10-06,2024-10-01 12:10:57.0000000,2024-10-01 12:10:57.0000000,0,6,0,12,Lunch,1,9,2024-10-01 12:10:57.0000000,0,88,Pizza Item 88,pizza description,100088,pizza,Food,Active,Italian Bread,Italian Bread,Italian,1,10.0100002288818,9.27000045776367,0,Pizza Item 88,39.7099990844727,36.7700004577637,USD,1,Rochester,New York,USA,24592,Traditional,0,1001,2024-10-01,NULL,NULL,NULL,NULL,NULL,0,0,2,0,0
PYvK2g5H,2024-10-06,2024-10-01 12:10:57.0000000,2024-10-01 12:10:57.0000000,0,6,0,12,Lunch,1,9,2024-10-01 12:10:57.0000000,0,32,Salad Item 32,salad description,100032,salad,Food,Active,Italian Herbs & Cheese,Italian Herbs & Cheese,IHC,2,22.3400001525879,20.6900005340576,0,Salad Item 32,39.7099990844727,36.7700004577637,USD,1,Rochester,New York,USA,24592,Traditional,0,1001,2024-10-01,NULL,NULL,NULL,NULL,NULL,0,0,3,0,0
o06UKuKM,2025-06-22,2025-06-16 19:15:01.0000000,2024-10-13 12:45:11.0000000,246,2,0,19,Dinner,0,10,2025-06-16 19:15:01.0000000,0,2,"Tuna 6""",Tuna with mayo,100002,6 inch,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,1,4.32000017166138,4,0,"Tuna 6""",29.0900001525879,26.9300003051758,USD,24,Louisville,Kentucky,USA,40021,Walmart,0,1024,2025-06-16,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0
o06UKuKM,2025-06-22,2025-06-16 19:15:01.0000000,2024-10-13 12:45:11.0000000,246,2,0,19,Dinner,0,10,2025-06-16 19:15:01.0000000,0,60,Mdp Bottled Drinks Item 60,mdp bottled drinks description,100060,mdp bottled drinks,Food,Active,M&M Cookie,M&M Cookie,MMCookie,1,10.7799997329712,9.97999954223633,0,Mdp Bottled Drinks Item 60,29.0900001525879,26.9300003051758,USD,24,Louisville,Kentucky,USA,40021,Walmart,0,1024,2025-06-16,NULL,NULL,NULL,NULL,NULL,0,0,2,0,0
o06UKuKM,2025-06-22,2025-06-16 19:15:01.0000000,2024-10-13 12:45:11.0000000,246,2,0,19,Dinner,0,10,2025-06-16 19:15:01.0000000,0,21,Wrap Item 21,wrap description,100021,wrap,Food,Active,Gluten-Free,Gluten-Free,GF,1,11.8299999237061,10.9499998092651,0,Wrap Item 21,29.0900001525879,26.9300003051758,USD,24,Louisville,Kentucky,USA,40021,Walmart,0,1024,2025-06-16,NULL,NULL,NULL,NULL,NULL,0,0,3,0,0
gevk4ykU,2025-06-08,2025-06-05 13:07:25.0000000,2025-06-05 13:07:25.0000000,0,1,1,13,Lunch,3,11,2025-06-05 13:07:25.0000000,0,90,Fountain Item 90,fountain description,100090,fountain,Food,Active,Baked Lays,Baked Lays,BakedLays,1,5.80000019073486,5.36999988555908,0,Fountain Item 90,24.2999992370605,22.5,USD,9,Naperville,Illinois,USA,30379,Mall,4.51000022888184,1009,2025-06-05,NULL,NULL,NULL,NULL,NULL,0,0,1,0,1
gevk4ykU,2025-06-08,2025-06-05 13:07:25.0000000,2025-06-05 13:07:25.0000000,0,1,1,13,Lunch,3,11,2025-06-05 13:07:25.0000000,0,7,Chicken Caesar Wrap,Caesar wrap,100007,wrap,Food,Active,Multigrain,Multigrain,Multi,1,3.5699999332428,3.30999994277954,0,Chicken Caesar Wrap,24.2999992370605,22.5,USD,9,Naperville,Illinois,USA,30379,Mall,4.51000022888184,1009,2025-06-05,NULL,NULL,NULL,NULL,NULL,0,0,2,0,1
gevk4ykU,2025-06-08,2025-06-05 13:07:25.0000000,2025-06-05 13:07:25.0000000,0,1,1,13,Lunch,3,11,2025-06-05 13:07:25.0000000,0,94,Fountain Item 94,fountain description,100094,fountain,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,1,13.1300001144409,12.1599998474121,0,Fountain Item 94,24.2999992370605,22.5,USD,9,Naperville,Illinois,USA,30379,Mall,4.51000022888184,1009,2025-06-05,NULL,NULL,NULL,NULL,NULL,0,0,3,0,1
mvAK56Dj,2024-10-06,2024-10-03 16:45:18.0000000,2024-10-03 16:45:18.0000000,0,4,0,16,Afternoon,3,12,2024-10-03 16:45:18.0000000,4.94000005722046,69,Footlong Item 69,footlong description,100069,footlong,Food,Active,SunChips Cheddar,SunChips Harvest Cheddar,SunChips,1,13.2299995422363,12.25,2.65000009536743,Footlong Item 69,26.6499996185303,24.6800003051758,USD,20,Columbia,Missouri,USA,19358,University,0,1020,2024-10-03,4,Employee Meal,Employee meal discount,Percent Discount,10004,4.94000005722046,2.65000009536743,1,0,0
mvAK56Dj,2024-10-06,2024-10-03 16:45:18.0000000,2024-10-03 16:45:18.0000000,0,4,0,16,Afternoon,3,12,2024-10-03 16:45:18.0000000,4.94000005722046,46,Salad Item 46,salad description,100046,salad,Food,Active,Gluten-Free,Gluten-Free,GF,1,5.76999998092651,5.34000015258789,1.14999997615814,Salad Item 46,26.6499996185303,24.6800003051758,USD,20,Columbia,Missouri,USA,19358,University,0,1020,2024-10-03,4,Employee Meal,Employee meal discount,Percent Discount,10004,4.94000005722046,1.14999997615814,2,0,0
mvAK56Dj,2024-10-06,2024-10-03 16:45:18.0000000,2024-10-03 16:45:18.0000000,0,4,0,16,Afternoon,3,12,2024-10-03 16:45:18.0000000,4.94000005722046,5,Steak & Cheese Footlong,Footlong steak,100005,footlong,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,1,5.67999982833862,5.26000022888184,1.13999998569489,Steak & Cheese Footlong,26.6499996185303,24.6800003051758,USD,20,Columbia,Missouri,USA,19358,University,0,1020,2024-10-03,4,Employee Meal,Employee meal discount,Percent Discount,10004,4.94000005722046,1.13999998569489,3,0,0
Y59YVkQf,2025-04-20,2025-04-20 19:35:52.0000000,2025-04-20 19:35:52.0000000,0,2,0,19,Dinner,6,13,2025-04-20 19:35:52.0000000,0,68,Mdp Calzone/Slice Item 68,mdp calzone/slice description,100068,mdp calzone/slice,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,1,9.4399995803833,8.73999977111816,0,Mdp Calzone/Slice Item 68,31.0900001525879,28.7900009155273,USD,17,Columbus,Ohio,USA,59823,Airport,4.84000015258789,1017,2025-04-20,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0
Y59YVkQf,2025-04-20,2025-04-20 19:35:52.0000000,2025-04-20 19:35:52.0000000,0,2,0,19,Dinner,6,13,2025-04-20 19:35:52.0000000,0,84,Soups Item 84,soups description,100084,soups,Food,Active,Sprite,Sprite,Sprite,1,4.55000019073486,4.21000003814697,0,Soups Item 84,31.0900001525879,28.7900009155273,USD,17,Columbus,Ohio,USA,59823,Airport,4.84000015258789,1017,2025-04-20,NULL,NULL,NULL,NULL,NULL,0,0,2,0,0
Y59YVkQf,2025-04-20,2025-04-20 19:35:52.0000000,2025-04-20 19:35:52.0000000,0,2,0,19,Dinner,6,13,2025-04-20 19:35:52.0000000,0,113,Mdp Misc Item 113,mdp misc description,100113,mdp misc,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,1,14.8000001907349,13.6999998092651,0,Mdp Misc Item 113,31.0900001525879,28.7900009155273,USD,17,Columbus,Ohio,USA,59823,Airport,4.84000015258789,1017,2025-04-20,NULL,NULL,NULL,NULL,NULL,0,0,3,0,0
41XJOLlX,2024-12-08,2024-12-05 11:17:53.0000000,2024-12-05 11:17:53.0000000,0,2,0,11,Lunch,3,14,2024-12-05 11:17:53.0000000,0,62,Pizza Item 62,pizza description,100062,pizza,Food,Active,Sprite,Sprite,Sprite,1,8.80000019073486,8.14999961853027,0,Pizza Item 62,52.9000015258789,48.9799995422363,USD,10,Houston,Texas,USA,22156,Gas Station,0,1010,2024-12-05,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,1,0,0
41XJOLlX,2024-12-08,2024-12-05 11:17:53.0000000,2024-12-05 11:17:53.0000000,0,2,0,11,Lunch,3,14,2024-12-05 11:17:53.0000000,0,118,Cookies Item 118,cookies description,100118,cookies,Food,Active,Multigrain,Multigrain,Multi,1,12.960000038147,12,0,Cookies Item 118,52.9000015258789,48.9799995422363,USD,10,Houston,Texas,USA,22156,Gas Station,0,1010,2024-12-05,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,2,0,0
41XJOLlX,2024-12-08,2024-12-05 11:17:53.0000000,2024-12-05 11:17:53.0000000,0,2,0,11,Lunch,3,14,2024-12-05 11:17:53.0000000,0,36,Footlong Item 36,footlong description,100036,footlong,Food,Active,Diet Coke,Diet Coke,DietCoke,2,27.2199993133545,25.2000007629395,0,Footlong Item 36,52.9000015258789,48.9799995422363,USD,10,Houston,Texas,USA,22156,Gas Station,0,1010,2024-12-05,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,3,0,0
zLhww2DN,2025-06-01,2025-05-27 16:15:46.0000000,2024-11-18 17:27:29.0000000,190,5,0,16,Afternoon,1,15,2025-05-27 16:15:46.0000000,0,56,Mdp Fountain Drinks Item 56,mdp fountain drinks description,100056,mdp fountain drinks,Food,Active,Multigrain,Multigrain,Multi,2,7.48000001907349,6.92999982833862,0,Mdp Fountain Drinks Item 56,26.9799995422363,24.9799995422363,USD,1,Rochester,New York,USA,24592,Traditional,0,1001,2025-05-27,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0
zLhww2DN,2025-06-01,2025-05-27 16:15:46.0000000,2024-11-18 17:27:29.0000000,190,5,0,16,Afternoon,1,15,2025-05-27 16:15:46.0000000,0,19,Mdp Add-Ons Item 19,mdp add-ons description,100019,mdp add-ons,Food,Active,Diet Coke,Diet Coke,DietCoke,1,5.53000020980835,5.11999988555908,0,Mdp Add-Ons Item 19,26.9799995422363,24.9799995422363,USD,1,Rochester,New York,USA,24592,Traditional,0,1001,2025-05-27,NULL,NULL,NULL,NULL,NULL,0,0,2,0,0
zLhww2DN,2025-06-01,2025-05-27 16:15:46.0000000,2024-11-18 17:27:29.0000000,190,5,0,16,Afternoon,1,15,2025-05-27 16:15:46.0000000,0,40,3 Inch Item 40,3 inch description,100040,3 inch,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,1,11.9700002670288,11.0799999237061,0,3 Inch Item 40,26.9799995422363,24.9799995422363,USD,1,Rochester,New York,USA,24592,Traditional,0,1001,2025-05-27,NULL,NULL,NULL,NULL,NULL,0,0,3,0,0
l64IP9dH,2024-12-22,2024-12-18 18:31:54.0000000,2024-12-18 18:31:54.0000000,0,1,1,18,Dinner,2,16,2024-12-18 18:31:54.0000000,0,72,Mdp Breadsticks/Wings Item 72,mdp breadsticks/wings description,100072,mdp breadsticks/wings,Food,Active,Chocolate Chip,Chocolate Chip Cookie,ChocoChip,2,26.0400009155273,24.1100006103516,0,Mdp Breadsticks/Wings Item 72,71.3199996948242,66.0400009155273,USD,20,Columbia,Missouri,USA,19358,University,0,1020,2024-12-18,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0
l64IP9dH,2024-12-22,2024-12-18 18:31:54.0000000,2024-12-18 18:31:54.0000000,0,1,1,18,Dinner,2,16,2024-12-18 18:31:54.0000000,0,49,Other Carrier Item 49,other carrier description,100049,other carrier,Food,Active,M&M Cookie,M&M Cookie,MMCookie,1,13.1599998474121,12.1899995803833,0,Other Carrier Item 49,71.3199996948242,66.0400009155273,USD,20,Columbia,Missouri,USA,19358,University,0,1020,2024-12-18,NULL,NULL,NULL,NULL,NULL,0,0,2,0,0
l64IP9dH,2024-12-22,2024-12-18 18:31:54.0000000,2024-12-18 18:31:54.0000000,0,1,1,18,Dinner,2,16,2024-12-18 18:31:54.0000000,0,82,Add On Item 82,add on description,100082,add on,Food,Active,Diet Coke,Diet Coke,DietCoke,2,26.8400001525879,24.8500003814697,0,Add On Item 82,71.3199996948242,66.0400009155273,USD,20,Columbia,Missouri,USA,19358,University,0,1020,2024-12-18,NULL,NULL,NULL,NULL,NULL,0,0,3,0,0
oavw1O9Z,2025-08-03,2025-08-02 12:12:43.0000000,2024-10-26 17:39:33.0000000,280,3,0,12,Lunch,5,17,2025-08-02 12:12:43.0000000,0,42,Mdp Pizza Item 42,mdp pizza description,100042,mdp pizza,Food,Active,M&M Cookie,M&M Cookie,MMCookie,1,10.7399997711182,9.9399995803833,0,Mdp Pizza Item 42,41.2000007629395,38.1399993896484,USD,3,Harrisburg,Pennsylvania,USA,81482,Traditional,0,1003,2025-08-02,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0
