loyalty_guest_id,week_ending_date,transaction_date,transaction_hour,time_of_day,day_of_week,message_key,transaction_date_utc,order_discount_amount,menu_item_id,menu_item_name,menu_item_description,plu,product_category_description,department_description,menu_item_status_type_description,flavor_description,flavor_long_name,flavor_short_name,line_item_quantity,line_item_amount,line_item_amount_less_vat,line_item_discount_amount,line_item_description,order_total,order_amount,iso_currency_alpha_code,restaurant_id,restaurant_city_name,restaurant_state_name,restaurant_country_name,restaurant_postal_code,restaurant_non_traditional_type_description,rewards_redeemed_amount,restaurant_number,business_date,promotion_id,promotion_name,promotion_description,discount_type_desc,coupon_offer_plu,whole_order_dis_fos,whole_order_dis_fosd,line_item_id
41XJOLlX,2024-12-08,2024-12-05 11:17:53.0000000,11,Lunch,3,14,2024-12-05 11:17:53.0000000,0,118,Cookies Item 118,cookies description,100118,cookies,Food,Active,Multigrain,Multigrain,Multi,1,12.960000038147,12,0,Cookies Item 118,52.9000015258789,48.9799995422363,USD,10,Houston,Texas,USA,22156,Gas Station,0,1010,2024-12-05,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,2
41XJOLlX,2024-12-08,2024-12-05 11:17:53.0000000,11,Lunch,3,14,2024-12-05 11:17:53.0000000,0,36,Footlong Item 36,footlong description,100036,footlong,Food,Active,Diet Coke,Diet Coke,DietCoke,2,27.2199993133545,25.2000007629395,0,Footlong Item 36,52.9000015258789,48.9799995422363,USD,10,Houston,Texas,USA,22156,Gas Station,0,1010,2024-12-05,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,3
ZAP4Zkhi,2025-03-09,2025-03-05 10:57:31.0000000,10,Morning,2,25,2025-03-05 10:57:31.0000000,4.78000020980835,73,Wrap Item 73,wrap description,100073,wrap,Food,Active,Italian Herbs & Cheese,Italian Herbs & Cheese,IHC,1,7.30000019073486,6.76000022888184,0,Wrap Item 73,34.439998626709,31.8899993896484,USD,24,Louisville,Kentucky,USA,40021,Walmart,0,1024,2025-03-05,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,4.78000020980835,0,1
ZAP4Zkhi,2025-03-09,2025-03-05 10:57:31.0000000,10,Morning,2,25,2025-03-05 10:57:31.0000000,4.78000020980835,109,Returnable Items Item 109,returnable items description,100109,returnable items,Food,Active,Diet Coke,Diet Coke,DietCoke,1,10.3299999237061,9.5600004196167,0,Returnable Items Item 109,34.439998626709,31.8899993896484,USD,24,Louisville,Kentucky,USA,40021,Walmart,0,1024,2025-03-05,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,4.78000020980835,0,2
ZAP4Zkhi,2025-03-09,2025-03-05 10:57:31.0000000,10,Morning,2,25,2025-03-05 10:57:31.0000000,4.78000020980835,48,Hot Beverage Item 48,hot beverage description,100048,hot beverage,Food,Active,Italian Bread,Italian Bread,Italian,2,14.2600002288818,13.1999998092651,0,Hot Beverage Item 48,34.439998626709,31.8899993896484,USD,24,Louisville,Kentucky,USA,40021,Walmart,0,1024,2025-03-05,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,4.78000020980835,0,3
HeYGkAII,2025-08-03,2025-07-28 15:08:09.0000000,15,Afternoon,0,28,2025-07-28 15:08:09.0000000,0,65,Muffin Melt Item 65,muffin melt description,100065,muffin melt,Food,Active,Gluten-Free,Gluten-Free,GF,1,3.24000000953674,3,0,Muffin Melt Item 65,17.5400009155273,16.2399997711182,USD,5,New Haven,Connecticut,USA,88907,Traditional,0,1005,2025-07-28,1,BOGO Footlong,Buy one get one Footlong,BOGO Footlong,10001,0,0,1
HeYGkAII,2025-08-03,2025-07-28 15:08:09.0000000,15,Afternoon,0,28,2025-07-28 15:08:09.0000000,0,62,Pizza Item 62,pizza description,100062,pizza,Food,Active,Sprite,Sprite,Sprite,1,3.36999988555908,3.11999988555908,0,Pizza Item 62,17.5400009155273,16.2399997711182,USD,5,New Haven,Connecticut,USA,88907,Traditional,0,1005,2025-07-28,1,BOGO Footlong,Buy one get one Footlong,BOGO Footlong,10001,0,0,2
HeYGkAII,2025-08-03,2025-07-28 15:08:09.0000000,15,Afternoon,0,28,2025-07-28 15:08:09.0000000,0,46,Salad Item 46,salad description,100046,salad,Food,Active,Gluten-Free,Gluten-Free,GF,1,9.63000011444092,8.92000007629395,0,Salad Item 46,17.5400009155273,16.2399997711182,USD,5,New Haven,Connecticut,USA,88907,Traditional,0,1005,2025-07-28,1,BOGO Footlong,Buy one get one Footlong,BOGO Footlong,10001,0,0,3
155sXZoM,2025-08-10,2025-08-06 19:30:28.0000000,19,Dinner,2,30,2025-08-06 19:30:28.0000000,7,57,Wrap Item 57,wrap description,100057,wrap,Food,Active,Coke,Coca-Cola,Coke,1,14.6999998092651,13.6099996566772,2.94000005722046,Wrap Item 57,37.7700004577637,34.9700012207031,USD,18,Ann Arbor,Michigan,USA,31319,Airport,0,1018,2025-08-06,4,Employee Meal,Employee meal discount,Percent Discount,10004,7,2.94000005722046,1
155sXZoM,2025-08-10,2025-08-06 19:30:28.0000000,19,Dinner,2,30,2025-08-06 19:30:28.0000000,7,109,Returnable Items Item 109,returnable items description,100109,returnable items,Food,Active,Diet Coke,Diet Coke,DietCoke,1,12.3800001144409,11.460000038147,2.48000001907349,Returnable Items Item 109,37.7700004577637,34.9700012207031,USD,18,Ann Arbor,Michigan,USA,31319,Airport,0,1018,2025-08-06,4,Employee Meal,Employee meal discount,Percent Discount,10004,7,2.48000001907349,2
155sXZoM,2025-08-10,2025-08-06 19:30:28.0000000,19,Dinner,2,30,2025-08-06 19:30:28.0000000,7,11,Bottled Water,Bottled water,100011,bottled beverage,Food,Active,Sprite,Sprite,Sprite,1,7.8899998664856,7.30999994277954,1.58000004291534,Bottled Water,37.7700004577637,34.9700012207031,USD,18,Ann Arbor,Michigan,USA,31319,Airport,0,1018,2025-08-06,4,Employee Meal,Employee meal discount,Percent Discount,10004,7,1.58000004291534,3
Rt0TSMcn,2025-07-20,2025-07-18 15:33:01.0000000,15,Afternoon,4,31,2025-07-18 15:33:01.0000000,0,83,Mdp Pizza Item 83,mdp pizza description,100083,mdp pizza,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,2,26.8199996948242,24.8299999237061,0,Mdp Pizza Item 83,73.9300003051758,68.4499969482422,USD,10,Houston,Texas,USA,22156,Gas Station,0,1010,2025-07-18,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,1
Rt0TSMcn,2025-07-20,2025-07-18 15:33:01.0000000,15,Afternoon,4,31,2025-07-18 15:33:01.0000000,0,56,Mdp Fountain Drinks Item 56,mdp fountain drinks description,100056,mdp fountain drinks,Food,Active,Multigrain,Multigrain,Multi,1,11.8500003814697,10.9700002670288,0,Mdp Fountain Drinks Item 56,73.9300003051758,68.4499969482422,USD,10,Houston,Texas,USA,22156,Gas Station,0,1010,2025-07-18,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,2
Rt0TSMcn,2025-07-20,2025-07-18 15:33:01.0000000,15,Afternoon,4,31,2025-07-18 15:33:01.0000000,0,1,"Turkey Breast 6""",Classic Turkey on bread,100001,6 inch,Food,Active,Italian Bread,Italian Bread,Italian,2,29.7800006866455,27.5699996948242,0,"Turkey Breast 6""",73.9300003051758,68.4499969482422,USD,10,Houston,Texas,USA,22156,Gas Station,0,1010,2025-07-18,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,3
nc7d8YzG,2024-12-29,2024-12-25 10:28:06.0000000,10,Morning,2,33,2024-12-25 10:28:06.0000000,4.94000005722046,49,Other Carrier Item 49,other carrier description,100049,other carrier,Food,Active,M&M Cookie,M&M Cookie,MMCookie,1,11.5600004196167,10.6999998092651,0,Other Carrier Item 49,35.5800018310547,32.9500007629395,USD,23,Fort Wayne,Indiana,USA,52504,Walmart,0,1023,2024-12-25,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,4.94000005722046,0,1
nc7d8YzG,2024-12-29,2024-12-25 10:28:06.0000000,10,Morning,2,33,2024-12-25 10:28:06.0000000,4.94000005722046,62,Pizza Item 62,pizza description,100062,pizza,Food,Active,Sprite,Sprite,Sprite,1,8.61999988555908,7.98000001907349,0,Pizza Item 62,35.5800018310547,32.9500007629395,USD,23,Fort Wayne,Indiana,USA,52504,Walmart,0,1023,2024-12-25,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,4.94000005722046,0,2
nc7d8YzG,2024-12-29,2024-12-25 10:28:06.0000000,10,Morning,2,33,2024-12-25 10:28:06.0000000,4.94000005722046,5,Steak & Cheese Footlong,Footlong steak,100005,footlong,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,1,12.7700004577637,11.8199996948242,0,Steak & Cheese Footlong,35.5800018310547,32.9500007629395,USD,23,Fort Wayne,Indiana,USA,52504,Walmart,0,1023,2024-12-25,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,4.94000005722046,0,3
dYvpiYKn,2025-03-02,2025-02-25 12:25:30.0000000,12,Lunch,1,35,2025-02-25 12:25:30.0000000,6,99,Mdp Add-Ons Item 99,mdp add-ons description,100099,mdp add-ons,Food,Active,Multigrain,Multigrain,Multi,1,9.22999954223633,8.55000019073486,2,Mdp Add-Ons Item 99,42.6300010681152,39.4700012207031,USD,20,Columbia,Missouri,USA,19358,University,2.71000003814697,1020,2025-02-25,6,Lunch Combo $2 off,Bundle discount,Bundle Coupon,10006,6,2,1
dYvpiYKn,2025-03-02,2025-02-25 12:25:30.0000000,12,Lunch,1,35,2025-02-25 12:25:30.0000000,6,15,Coffee,Hot coffee,100015,hot beverage,Food,Active,Lemonade,Lemonade,Lemonade,1,4.98000001907349,4.6100001335144,2,Coffee,42.6300010681152,39.4700012207031,USD,20,Columbia,Missouri,USA,19358,University,2.71000003814697,1020,2025-02-25,6,Lunch Combo $2 off,Bundle discount,Bundle Coupon,10006,6,2,2
dYvpiYKn,2025-03-02,2025-02-25 12:25:30.0000000,12,Lunch,1,35,2025-02-25 12:25:30.0000000,6,79,Mdp Breadsticks/Wings Item 79,mdp breadsticks/wings description,100079,mdp breadsticks/wings,Food,Active,Chocolate Chip,Chocolate Chip Cookie,ChocoChip,2,25.2600002288818,23.3899993896484,2,Mdp Breadsticks/Wings Item 79,42.6300010681152,39.4700012207031,USD,20,Columbia,Missouri,USA,19358,University,2.71000003814697,1020,2025-02-25,6,Lunch Combo $2 off,Bundle discount,Bundle Coupon,10006,6,2,3
WWlEHPC6,2025-06-08,2025-06-07 19:37:50.0000000,19,Dinner,5,36,2025-06-07 19:37:50.0000000,0,112,Mdp Pizza Item 112,mdp pizza description,100112,mdp pizza,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,1,14.289999961853,13.2299995422363,0,Mdp Pizza Item 112,59.3499984741211,54.9599990844727,USD,18,Ann Arbor,Michigan,USA,31319,Airport,0,1018,2025-06-07,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,1
WWlEHPC6,2025-06-08,2025-06-07 19:37:50.0000000,19,Dinner,5,36,2025-06-07 19:37:50.0000000,0,57,Wrap Item 57,wrap description,100057,wrap,Food,Active,Coke,Coca-Cola,Coke,2,27.6200008392334,25.5699996948242,0,Wrap Item 57,59.3499984741211,54.9599990844727,USD,18,Ann Arbor,Michigan,USA,31319,Airport,0,1018,2025-06-07,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,2
WWlEHPC6,2025-06-08,2025-06-07 19:37:50.0000000,19,Dinner,5,36,2025-06-07 19:37:50.0000000,0,39,Bottled Beverage Item 39,bottled beverage description,100039,bottled beverage,Food,Active,Lemonade,Lemonade,Lemonade,1,13.0500001907349,12.0799999237061,0,Bottled Beverage Item 39,59.3499984741211,54.9599990844727,USD,18,Ann Arbor,Michigan,USA,31319,Airport,0,1018,2025-06-07,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,3
Izn9B0nF,2025-02-09,2025-02-06 15:20:00.0000000,15,Afternoon,3,37,2025-02-06 15:20:00.0000000,12.4399995803833,118,Cookies Item 118,cookies description,100118,cookies,Food,Active,Multigrain,Multigrain,Multi,1,12.4399995803833,11.5200004577637,12.4399995803833,Cookies Item 118,29.8700008392334,27.6499996185303,USD,9,Naperville,Illinois,USA,30379,Mall,0,1009,2025-02-06,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,12.4399995803833,12.4399995803833,1
Izn9B0nF,2025-02-09,2025-02-06 15:20:00.0000000,15,Afternoon,3,37,2025-02-06 15:20:00.0000000,12.4399995803833,49,Other Carrier Item 49,other carrier description,100049,other carrier,Food,Active,M&M Cookie,M&M Cookie,MMCookie,1,3.58999991416931,3.3199999332428,0,Other Carrier Item 49,29.8700008392334,27.6499996185303,USD,9,Naperville,Illinois,USA,30379,Mall,0,1009,2025-02-06,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,12.4399995803833,0,2
Izn9B0nF,2025-02-09,2025-02-06 15:20:00.0000000,15,Afternoon,3,37,2025-02-06 15:20:00.0000000,12.4399995803833,5,Steak & Cheese Footlong,Footlong steak,100005,footlong,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,2,11.6199998855591,10.7600002288818,0,Steak & Cheese Footlong,29.8700008392334,27.6499996185303,USD,9,Naperville,Illinois,USA,30379,Mall,0,1009,2025-02-06,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,12.4399995803833,0,3
SyFzpjPS,2024-10-06,2024-10-05 14:03:17.0000000,14,Lunch,5,38,2024-10-05 14:03:17.0000000,5.59000015258789,26,Returnable Items Item 26,returnable items description,100026,returnable items,Food,Active,M&M Cookie,M&M Cookie,MMCookie,1,3.19000005722046,2.95000004768372,1.5900000333786,Returnable Items Item 26,19.5699996948242,18.1100006103516,USD,17,Columbus,Ohio,USA,59823,Airport,0,1017,2024-10-05,6,Lunch Combo $2 off,Bundle discount,Bundle Coupon,10006,5.59000015258789,1.5900000333786,1
SyFzpjPS,2024-10-06,2024-10-05 14:03:17.0000000,14,Lunch,5,38,2024-10-05 14:03:17.0000000,5.59000015258789,119,Mdp Breadsticks/Wings Item 119,mdp breadsticks/wings description,100119,mdp breadsticks/wings,Food,Active,Sprite,Sprite,Sprite,1,10.8199996948242,10.0200004577637,2,Mdp Breadsticks/Wings Item 119,19.5699996948242,18.1100006103516,USD,17,Columbus,Ohio,USA,59823,Airport,0,1017,2024-10-05,6,Lunch Combo $2 off,Bundle discount,Bundle Coupon,10006,5.59000015258789,2,2
SyFzpjPS,2024-10-06,2024-10-05 14:03:17.0000000,14,Lunch,5,38,2024-10-05 14:03:17.0000000,5.59000015258789,72,Mdp Breadsticks/Wings Item 72,mdp breadsticks/wings description,100072,mdp breadsticks/wings,Food,Active,Chocolate Chip,Chocolate Chip Cookie,ChocoChip,1,4.09999990463257,3.79999995231628,2,Mdp Breadsticks/Wings Item 72,19.5699996948242,18.1100006103516,USD,17,Columbus,Ohio,USA,59823,Airport,0,1017,2024-10-05,6,Lunch Combo $2 off,Bundle discount,Bundle Coupon,10006,5.59000015258789,2,3
0Oj1Mqu6,2025-03-02,2025-03-01 13:32:13.0000000,13,Lunch,5,42,2025-03-01 13:32:13.0000000,0,56,Mdp Fountain Drinks Item 56,mdp fountain drinks description,100056,mdp fountain drinks,Food,Active,Multigrain,Multigrain,Multi,1,11.0699996948242,10.25,0,Mdp Fountain Drinks Item 56,27.2299995422363,25.2099990844727,USD,8,Miami,Florida,USA,30926,Hospital,0,1008,2025-03-01,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,1
0Oj1Mqu6,2025-03-02,2025-03-01 13:32:13.0000000,13,Lunch,5,42,2025-03-01 13:32:13.0000000,0,47,Returnable Items Item 47,returnable items description,100047,returnable items,Food,Active,Italian Herbs & Cheese,Italian Herbs & Cheese,IHC,1,3.55999994277954,3.29999995231628,0,Returnable Items Item 47,27.2299995422363,25.2099990844727,USD,8,Miami,Florida,USA,30926,Hospital,0,1008,2025-03-01,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,2
0Oj1Mqu6,2025-03-02,2025-03-01 13:32:13.0000000,13,Lunch,5,42,2025-03-01 13:32:13.0000000,0,87,Fountain Item 87,fountain description,100087,fountain,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,2,10.5799999237061,9.80000019073486,0,Fountain Item 87,27.2299995422363,25.2099990844727,USD,8,Miami,Florida,USA,30926,Hospital,0,1008,2025-03-01,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,3
WWlEHPC6,2024-09-15,2024-09-15 10:57:05.0000000,10,Morning,6,43,2024-09-15 10:57:05.0000000,8.13000011444092,108,Returnable Items Item 108,returnable items description,100108,returnable items,Food,Active,Coke,Coca-Cola,Coke,1,7.55000019073486,6.98999977111816,1.50999999046326,Returnable Items Item 108,43.8600006103516,40.6100006103516,USD,2,Jersey City,New Jersey,USA,39256,Mall,0,1002,2024-09-15,4,Employee Meal,Employee meal discount,Percent Discount,10004,8.13000011444092,1.50999999046326,1
WWlEHPC6,2024-09-15,2024-09-15 10:57:05.0000000,10,Morning,6,43,2024-09-15 10:57:05.0000000,8.13000011444092,56,Mdp Fountain Drinks Item 56,mdp fountain drinks description,100056,mdp fountain drinks,Food,Active,Multigrain,Multigrain,Multi,2,18.5799999237061,17.2000007629395,3.72000002861023,Mdp Fountain Drinks Item 56,43.8600006103516,40.6100006103516,USD,2,Jersey City,New Jersey,USA,39256,Mall,0,1002,2024-09-15,4,Employee Meal,Employee meal discount,Percent Discount,10004,8.13000011444092,3.72000002861023,2
WWlEHPC6,2024-09-15,2024-09-15 10:57:05.0000000,10,Morning,6,43,2024-09-15 10:57:05.0000000,8.13000011444092,25,Other Carrier Item 25,other carrier description,100025,other carrier,Food,Active,Baked Lays,Baked Lays,BakedLays,2,14.4799995422363,13.4099998474121,2.90000009536743,Other Carrier Item 25,43.8600006103516,40.6100006103516,USD,2,Jersey City,New Jersey,USA,39256,Mall,0,1002,2024-09-15,4,Employee Meal,Employee meal discount,Percent Discount,10004,8.13000011444092,2.90000009536743,3
gMcCMRT3,2025-08-24,2025-08-19 18:14:43.0000000,18,Dinner,1,44,2025-08-19 18:14:43.0000000,0,44,Bottled Beverage Item 44,bottled beverage description,100044,bottled beverage,Food,Active,Chocolate Chip,Chocolate Chip Cookie,ChocoChip,1,13.1199998855591,12.1499996185303,0,Bottled Beverage Item 44,37.2099990844727,34.4599990844727,USD,22,Memphis,Tennessee,USA,93886,Hospital,0,1022,2025-08-19,1,BOGO Footlong,Buy one get one Footlong,BOGO Footlong,10001,0,0,1
gMcCMRT3,2025-08-24,2025-08-19 18:14:43.0000000,18,Dinner,1,44,2025-08-19 18:14:43.0000000,0,70,Mdp Add-Ons Item 70,mdp add-ons description,100070,mdp add-ons,Food,Active,Oatmeal Raisin,Oatmeal Raisin Cookie,Oatmeal,1,13.1599998474121,12.1899995803833,0,Mdp Add-Ons Item 70,37.2099990844727,34.4599990844727,USD,22,Memphis,Tennessee,USA,93886,Hospital,0,1022,2025-08-19,1,BOGO Footlong,Buy one get one Footlong,BOGO Footlong,10001,0,0,2
gMcCMRT3,2025-08-24,2025-08-19 18:14:43.0000000,18,Dinner,1,44,2025-08-19 18:14:43.0000000,0,108,Returnable Items Item 108,returnable items description,100108,returnable items,Food,Active,Coke,Coca-Cola,Coke,2,8.18000030517578,7.57000017166138,0,Returnable Items Item 108,37.2099990844727,34.4599990844727,USD,22,Memphis,Tennessee,USA,93886,Hospital,0,1022,2025-08-19,1,BOGO Footlong,Buy one get one Footlong,BOGO Footlong,10001,0,0,3
sMnTvnRO,2025-08-03,2025-07-31 16:02:00.0000000,16,Afternoon,3,47,2025-07-31 16:02:00.0000000,4.30000019073486,67,Fountain Item 67,fountain description,100067,fountain,Food,Active,M&M Cookie,M&M Cookie,MMCookie,1,3.24000000953674,3,0,Fountain Item 67,30.9599990844727,28.6599998474121,USD,13,Boulder,Colorado,USA,20328,University,0,1013,2025-07-31,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,4.30000019073486,0,1
sMnTvnRO,2025-08-03,2025-07-31 16:02:00.0000000,16,Afternoon,3,47,2025-07-31 16:02:00.0000000,4.30000019073486,21,Wrap Item 21,wrap description,100021,wrap,Food,Active,Gluten-Free,Gluten-Free,GF,2,21.2199993133545,19.6499996185303,0,Wrap Item 21,30.9599990844727,28.6599998474121,USD,13,Boulder,Colorado,USA,20328,University,0,1013,2025-07-31,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,4.30000019073486,0,2
sMnTvnRO,2025-08-03,2025-07-31 16:02:00.0000000,16,Afternoon,3,47,2025-07-31 16:02:00.0000000,4.30000019073486,61,3 Inch Item 61,3 inch description,100061,3 inch,Food,Active,Baked Lays,Baked Lays,BakedLays,1,4.19999980926514,3.89000010490417,0,3 Inch Item 61,30.9599990844727,28.6599998474121,USD,13,Boulder,Colorado,USA,20328,University,0,1013,2025-07-31,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,4.30000019073486,0,3
G5R0gi9W,2025-03-16,2025-03-12 10:57:36.0000000,10,Morning,2,48,2025-03-12 10:57:36.0000000,6,39,Bottled Beverage Item 39,bottled beverage description,100039,bottled beverage,Food,Active,Lemonade,Lemonade,Lemonade,1,4.5,4.17000007629395,2,Bottled Beverage Item 39,20.6299991607666,19.1000003814697,USD,8,Miami,Florida,USA,30926,Hospital,0,1008,2025-03-12,6,Lunch Combo $2 off,Bundle discount,Bundle Coupon,10006,6,2,1
G5R0gi9W,2025-03-16,2025-03-12 10:57:36.0000000,10,Morning,2,48,2025-03-12 10:57:36.0000000,6,39,Bottled Beverage Item 39,bottled beverage description,100039,bottled beverage,Food,Active,Lemonade,Lemonade,Lemonade,1,4.44000005722046,4.1100001335144,2,Bottled Beverage Item 39,20.6299991607666,19.1000003814697,USD,8,Miami,Florida,USA,30926,Hospital,0,1008,2025-03-12,6,Lunch Combo $2 off,Bundle discount,Bundle Coupon,10006,6,2,2
