guest_profile_id,channel_name,event_link,campaign_id,has_any_utm,utm_source,utm_medium,utm_campaign,complete_utm_loss_flag,event_activity,event_date,last_open_ts,last_click_ts,device,mobile_device,operating_system,delivery_id,delivery_cd,name,label,nature,status,touchpoint_count,touchpoint_sequence,is_first_touch,is_last_touch,is_multi_touch,engagement_score,base_score,channel_multiplier,recency_weight,hour_of_day,daypart_segment,opt_out_flag
0W3iPRje,iOS applications channel,https://subway.com/deals?utm_source=email&utm_medium=email&utm_campaign=promo_18,18,1,email,email,promo_18,0,Mobile App Click,2025-05-21 16:00:00.0000000,2025-05-24 11:00:00.0000000,2025-05-23 10:00:00.0000000,iPhone,0,macOS,58,ueJI8Uhlu14j,Campaign 18 - IOS,Promo,Transactional,Completed,1,1,1,1,0,0.379999995231628,5,1.5,0.0500000007450581,16,Afternoon,0
0W3iPRje,Email channel,https://subway.com/deals?utm_source=email&utm_medium=push&utm_campaign=promo_26,26,1,email,push,promo_26,0,Open,2025-05-24 11:00:00.0000000,2025-05-24 11:00:00.0000000,2025-05-23 10:00:00.0000000,iPhone,0,Android,266,vteOOgbEBZbL,Campaign 26 - EMAIL,Awareness,Transactional,Sent,1,1,1,1,0,0.0199999995529652,0.5,1,0.0500000007450581,11,Lunch,0
0W3iPRje,Email channel,https://subway.com/deals?utm_source=email&utm_medium=email&utm_campaign=promo_34,34,1,email,email,promo_34,0,Open,2025-05-22 14:00:00.0000000,2025-05-24 11:00:00.0000000,2025-05-23 10:00:00.0000000,Desktop,0,macOS,154,6rAlJDTKW6im,Campaign 34 - EMAIL,Awareness,Transactional,Completed,1,1,1,1,0,0.0199999995529652,0.5,1,0.0500000007450581,14,Lunch,0
0W3iPRje,iOS applications channel,https://subway.com/menu,36,0,Undefined,Undefined,Undefined,-1,Email Click,2025-05-23 10:00:00.0000000,2025-05-24 11:00:00.0000000,2025-05-23 10:00:00.0000000,Desktop,1,Android,116,KaGT8XFEBz2U,Campaign 36 - IOS,Loyalty,Promotional,Sent,1,1,1,1,0,0,0,1.5,0.0500000007450581,10,Morning,0
0eKxhGR5,Android applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=push&utm_campaign=promo_01,1,1,subway_app,push,promo_01,0,Email Click,2025-01-12 14:00:00.0000000,2025-01-15 10:00:00.0000000,2025-01-14 19:00:00.0000000,iPhone,1,Android,201,n0sURmAlAYjb,Campaign 1 - ANDROID,Awareness,Promotional,Completed,1,1,1,1,0,0,0,1.5,0.0500000007450581,14,Lunch,0
0eKxhGR5,Email channel,https://subway.com/deals?utm_source=subway_app&utm_medium=email&utm_campaign=promo_19,19,1,subway_app,email,promo_19,0,Open,2025-01-15 10:00:00.0000000,2025-01-15 10:00:00.0000000,2025-01-14 19:00:00.0000000,Desktop,1,macOS,259,eIb510QCRhw0,Campaign 19 - EMAIL,Loyalty,Transactional,Completed,1,1,1,1,0,0.0199999995529652,0.5,1,0.0500000007450581,10,Morning,0
0eKxhGR5,Android applications channel,https://subway.com/menu,28,0,Undefined,Undefined,Undefined,-1,Email Click,2025-01-14 19:00:00.0000000,2025-01-15 10:00:00.0000000,2025-01-14 19:00:00.0000000,iPhone,0,iOS,28,QnEyR9t7ukOU,Campaign 28 - ANDROID,Loyalty,Promotional,Completed,1,1,1,1,0,0,0,1.5,0.0500000007450581,19,Dinner,0
0eKxhGR5,Email channel,https://subway.com/menu,39,0,Undefined,Undefined,Undefined,-1,Open,2025-01-13 13:00:00.0000000,2025-01-15 10:00:00.0000000,2025-01-14 19:00:00.0000000,Android,1,Windows,39,pKO8lJVJAVgX,Campaign 39 - EMAIL,Loyalty,Transactional,Completed,1,1,1,1,0,0.0199999995529652,0.5,1,0.0500000007450581,13,Lunch,0
0pfDCZKC,Android applications channel,https://subway.com/menu,28,0,Undefined,Undefined,Undefined,-1,Open,2024-11-06 20:00:00.0000000,2024-11-06 20:00:00.0000000,2024-11-07 17:00:00.0000000,Desktop,1,Windows,28,QnEyR9t7ukOU,Campaign 28 - ANDROID,Loyalty,Promotional,Completed,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,20,Dinner,0
0pfDCZKC,Email channel,https://subway.com/deals?utm_source=email&utm_medium=email&utm_campaign=promo_38,38,1,email,email,promo_38,0,Email Click,2024-11-07 17:00:00.0000000,2024-11-06 20:00:00.0000000,2024-11-07 17:00:00.0000000,Android,0,iOS,278,1q6gb1RiyPY4,Campaign 38 - EMAIL,Awareness,Promotional,Completed,1,1,1,1,0,0.150000005960464,3,1,0.0500000007450581,17,Afternoon,0
0y9JGPFA,Android applications channel,https://subway.com/menu,32,0,Undefined,Undefined,Undefined,-1,Email Click,2025-02-24 18:00:00.0000000,NULL,2025-02-24 18:00:00.0000000,iPhone,1,iOS,152,xaswwtC3JfnU,Campaign 32 - ANDROID,Loyalty,Transactional,Completed,1,1,1,1,0,0,0,1.5,0.0500000007450581,18,Dinner,0
0y9JGPFA,Android applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=push&utm_campaign=promo_38,38,1,subway_app,push,promo_38,0,Mobile App Click,2025-02-23 10:00:00.0000000,NULL,2025-02-24 18:00:00.0000000,iPhone,1,Android,118,lJc9yQmtSy5g,Campaign 38 - ANDROID,Loyalty,Transactional,Completed,1,1,1,1,0,0.379999995231628,5,1.5,0.0500000007450581,10,Morning,0
0zxRO8Pf,Android applications channel,https://subway.com/deals?utm_source=email&utm_medium=push&utm_campaign=promo_01,1,1,email,push,promo_01,0,Open,2025-07-28 09:00:00.0000000,2025-07-29 09:00:00.0000000,2025-07-30 15:00:00.0000000,Android,0,macOS,201,n0sURmAlAYjb,Campaign 1 - ANDROID,Awareness,Promotional,Completed,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,9,Morning,0
0zxRO8Pf,iOS applications channel,https://subway.com/menu,12,0,Undefined,Undefined,Undefined,-1,Open,2025-07-27 10:00:00.0000000,2025-07-29 09:00:00.0000000,2025-07-30 15:00:00.0000000,iPhone,1,iOS,172,FGrjXDghqFFo,Campaign 12 - IOS,Promo,Promotional,Sent,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,10,Morning,0
0zxRO8Pf,Email channel,https://subway.com/deals?utm_source=subway_app&utm_medium=push&utm_campaign=promo_16,16,1,subway_app,push,promo_16,0,Mobile App Click,2025-07-30 15:00:00.0000000,2025-07-29 09:00:00.0000000,2025-07-30 15:00:00.0000000,iPhone,1,macOS,216,jiR5t1pHBsKd,Campaign 16 - EMAIL,Promo,Promotional,Sent,1,1,1,1,0,0,0,1,0.0500000007450581,15,Afternoon,0
0zxRO8Pf,iOS applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=push&utm_campaign=promo_35,35,1,subway_app,push,promo_35,0,Open,2025-07-29 09:00:00.0000000,2025-07-29 09:00:00.0000000,2025-07-30 15:00:00.0000000,Android,1,iOS,35,JjNsuAPuhgHQ,Campaign 35 - IOS,Promo,Promotional,Sent,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,9,Morning,0
12ujfTp9,iOS applications channel,https://subway.com/menu,2,0,Undefined,Undefined,Undefined,-1,Email Click,2025-05-27 17:00:00.0000000,2025-05-26 13:00:00.0000000,2025-05-27 17:00:00.0000000,Desktop,1,Android,242,BCS78FUA0kjG,Campaign 2 - IOS,Awareness,Transactional,Sent,1,1,1,1,0,0,0,1.5,0.0500000007450581,17,Afternoon,0
12ujfTp9,Android applications channel,https://subway.com/deals?utm_source=email&utm_medium=push&utm_campaign=promo_09,9,1,email,push,promo_09,0,Open,2025-05-26 13:00:00.0000000,2025-05-26 13:00:00.0000000,2025-05-27 17:00:00.0000000,Desktop,0,iOS,249,1T14LCfZIMuz,Campaign 9 - ANDROID,Promo,Transactional,Sent,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,13,Lunch,0
155sXZoM,Email channel,https://subway.com/menu,23,0,Undefined,Undefined,Undefined,-1,Open,2025-09-02 18:00:00.0000000,2025-09-03 11:00:00.0000000,2025-09-01 11:00:00.0000000,iPhone,1,Android,143,3nH8ObsARI7i,Campaign 23 - EMAIL,Awareness,Transactional,Completed,1,1,1,1,0,0.239999994635582,0.5,1,0.487774312496185,18,Dinner,0
155sXZoM,Email channel,https://subway.com/menu,28,0,Undefined,Undefined,Undefined,-1,Email Click,2025-09-01 11:00:00.0000000,2025-09-03 11:00:00.0000000,2025-09-01 11:00:00.0000000,iPhone,1,macOS,148,h6bz7FXj8D7u,Campaign 28 - EMAIL,Promo,Transactional,Completed,1,1,1,1,0,1.28999996185303,3,1,0.429211884737015,11,Lunch,0
155sXZoM,Email channel,https://subway.com/menu,39,0,Undefined,Undefined,Undefined,-1,Open,2025-09-03 11:00:00.0000000,2025-09-03 11:00:00.0000000,2025-09-01 11:00:00.0000000,iPhone,1,Windows,199,2kdzNBMqjf9x,Campaign 39 - EMAIL,Loyalty,Promotional,Sent,1,1,1,1,0,0.259999990463257,0.5,1,0.523215115070343,11,Lunch,0
1HmwTAsk,iOS applications channel,https://subway.com/menu,7,0,Undefined,Undefined,Undefined,-1,Open,2025-03-29 15:00:00.0000000,2025-03-30 21:00:00.0000000,NULL,iPhone,0,macOS,287,aXts0wYz8z0L,Campaign 7 - IOS,Promo,Transactional,Sent,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,15,Afternoon,0
1HmwTAsk,iOS applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=email&utm_campaign=promo_22,22,1,subway_app,email,promo_22,0,Open,2025-03-30 21:00:00.0000000,2025-03-30 21:00:00.0000000,NULL,Desktop,0,macOS,142,54Dffz5ls99e,Campaign 22 - IOS,Promo,Transactional,Sent,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,21,Dinner,0
1Is42BZa,iOS applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=push&utm_campaign=promo_20,20,1,subway_app,push,promo_20,0,Open,2025-04-10 12:00:00.0000000,2025-04-10 12:00:00.0000000,2025-03-19 06:53:43.0000000,iPhone,0,Windows,220,SR9SRzZtfiia,Campaign 20 - IOS,Promo,Promotional,Sent,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,12,Lunch,0
1Is42BZa,Email channel,https://subway.com/menu,34,0,Undefined,Undefined,Undefined,-1,Open,2025-04-08 19:00:00.0000000,2025-04-10 12:00:00.0000000,2025-03-19 06:53:43.0000000,Android,1,Android,114,lPFgjIXBnNPg,Campaign 34 - EMAIL,Loyalty,Transactional,Sent,1,1,1,1,0,0.0199999995529652,0.5,1,0.0500000007450581,19,Dinner,0
1Is42BZa,Email channel,https://subway.com/deals?utm_source=email&utm_medium=push&utm_campaign=promo_38,38,1,email,push,promo_38,0,Email Click,2025-03-19 06:53:43.0000000,2025-04-10 12:00:00.0000000,2025-03-19 06:53:43.0000000,Desktop,1,Windows,278,1q6gb1RiyPY4,Campaign 38 - EMAIL,Awareness,Promotional,Completed,1,1,1,1,0,0.150000005960464,3,1,0.0500000007450581,6,Morning,0
1Is42BZa,iOS applications channel,https://subway.com/deals?utm_source=email&utm_medium=email&utm_campaign=promo_40,40,1,email,email,promo_40,0,Open,2025-04-09 16:00:00.0000000,2025-04-10 12:00:00.0000000,2025-03-19 06:53:43.0000000,Android,0,Windows,40,kYlJzGvQkIMC,Campaign 40 - IOS,Awareness,Transactional,Completed,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,16,Afternoon,0
1J5GmKIj,Android applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=email&utm_campaign=promo_33,33,1,subway_app,email,promo_33,0,Email Click,2025-07-13 09:00:00.0000000,NULL,2025-07-13 09:00:00.0000000,Desktop,1,Windows,233,ZBA6A5D82HYR,Campaign 33 - ANDROID,Promo,Transactional,Sent,1,1,1,1,0,0,0,1.5,0.0500000007450581,9,Morning,0
1J5GmKIj,Android applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=push&utm_campaign=promo_38,38,1,subway_app,push,promo_38,0,Mobile App Click,2025-07-12 21:00:00.0000000,NULL,2025-07-13 09:00:00.0000000,iPhone,0,macOS,118,lJc9yQmtSy5g,Campaign 38 - ANDROID,Loyalty,Transactional,Completed,1,1,1,1,0,0.379999995231628,5,1.5,0.0500000007450581,21,Dinner,0
1KQFj8fX,Android applications channel,https://subway.com/menu,5,0,Undefined,Undefined,Undefined,-1,Open,2024-10-06 17:00:00.0000000,2024-10-06 17:00:00.0000000,2024-10-05 20:00:00.0000000,iPhone,1,macOS,45,A73h3XoVP2M7,Campaign 5 - ANDROID,Loyalty,Transactional,Sent,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,17,Afternoon,0
1KQFj8fX,Email channel,https://subway.com/deals?utm_source=subway_app&utm_medium=email&utm_campaign=promo_27,27,1,subway_app,email,promo_27,0,Open,2024-10-04 14:00:00.0000000,2024-10-06 17:00:00.0000000,2024-10-05 20:00:00.0000000,iPhone,1,Windows,67,xfHTyUYGN8ky,Campaign 27 - EMAIL,Awareness,Promotional,Sent,1,1,1,1,0,0.0199999995529652,0.5,1,0.0500000007450581,14,Lunch,0
1KQFj8fX,iOS applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=push&utm_campaign=promo_33,33,1,subway_app,push,promo_33,0,Open,2024-10-03 13:00:00.0000000,2024-10-06 17:00:00.0000000,2024-10-05 20:00:00.0000000,Desktop,1,macOS,113,kXerXdyyvdq9,Campaign 33 - IOS,Promo,Transactional,Sent,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,13,Lunch,0
1KQFj8fX,iOS applications channel,https://subway.com/deals?utm_source=email&utm_medium=email&utm_campaign=promo_35,35,1,email,email,promo_35,0,Email Click,2024-10-05 20:00:00.0000000,2024-10-06 17:00:00.0000000,2024-10-05 20:00:00.0000000,iPhone,1,iOS,75,7iNKFHUOFFZl,Campaign 35 - IOS,Promo,Transactional,Sent,1,1,1,1,0,0,0,1.5,0.0500000007450581,20,Dinner,0
1QtFYKJw,Email channel,https://subway.com/deals?utm_source=subway_app&utm_medium=push&utm_campaign=promo_06,6,1,subway_app,push,promo_06,0,Open,2024-11-21 08:12:29.0000000,2024-11-21 08:12:29.0000000,NULL,Android,0,Android,6,p3qnom1p1Nwj,Campaign 6 - EMAIL,Promo,Promotional,Completed,1,1,1,1,0,0.0199999995529652,0.5,1,0.0500000007450581,8,Morning,0
1QtFYKJw,Email channel,https://subway.com/deals?utm_source=email&utm_medium=push&utm_campaign=promo_35,35,1,email,push,promo_35,0,Opt-out,2024-11-14 17:26:49.0000000,2024-11-21 08:12:29.0000000,NULL,Android,1,macOS,115,UqXCb5FjPOa7,Campaign 35 - EMAIL,Loyalty,Transactional,Completed,1,1,1,1,0,-0.25,-5,1,0.0500000007450581,17,Afternoon,1
1SKgBiqE,Android applications channel,https://subway.com/menu,9,0,Undefined,Undefined,Undefined,-1,Open,2024-09-23 18:00:00.0000000,2024-09-24 09:00:00.0000000,NULL,Android,0,Windows,129,NZ4WDcgVd7Il,Campaign 9 - ANDROID,Promo,Transactional,Sent,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,18,Dinner,0
1SKgBiqE,iOS applications channel,https://subway.com/menu,11,0,Undefined,Undefined,Undefined,-1,Open,2024-09-21 14:00:00.0000000,2024-09-24 09:00:00.0000000,NULL,Desktop,1,Android,291,K3zyn8zeIymE,Campaign 11 - IOS,Awareness,Transactional,Completed,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,14,Lunch,0
1SKgBiqE,Email channel,https://subway.com/deals?utm_source=subway_app&utm_medium=push&utm_campaign=promo_29,29,1,subway_app,push,promo_29,0,Open,2024-09-22 15:00:00.0000000,2024-09-24 09:00:00.0000000,NULL,Android,1,iOS,69,WqaDF2FIZaM4,Campaign 29 - EMAIL,Promo,Promotional,Completed,1,1,1,1,0,0.0199999995529652,0.5,1,0.0500000007450581,15,Afternoon,0
1SKgBiqE,iOS applications channel,https://subway.com/menu,36,0,Undefined,Undefined,Undefined,-1,Open,2024-09-24 09:00:00.0000000,2024-09-24 09:00:00.0000000,NULL,Android,1,Android,196,CYPiazmOtuKf,Campaign 36 - IOS,Promo,Promotional,Sent,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,9,Morning,0
1bdShACy,Android applications channel,https://subway.com/deals?utm_source=email&utm_medium=email&utm_campaign=promo_21,21,1,email,email,promo_21,0,Mobile App Click,2024-12-22 15:00:00.0000000,2024-12-21 09:00:00.0000000,2024-12-22 15:00:00.0000000,Desktop,1,Android,181,O2Ye12Insqdt,Campaign 21 - ANDROID,Awareness,Promotional,Sent,1,1,1,1,0,0.379999995231628,5,1.5,0.0500000007450581,15,Afternoon,0
1bdShACy,Android applications channel,https://subway.com/menu,35,0,Undefined,Undefined,Undefined,-1,Open,2024-12-21 09:00:00.0000000,2024-12-21 09:00:00.0000000,2024-12-22 15:00:00.0000000,Desktop,1,Android,155,FJVDobYajqt9,Campaign 35 - ANDROID,Loyalty,Transactional,Sent,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,9,Morning,0
1eHqy6oH,iOS applications channel,https://subway.com/deals?utm_source=email&utm_medium=email&utm_campaign=promo_01,1,1,email,email,promo_01,0,Opt-out,2025-07-09 08:00:00.0000000,2025-07-10 14:00:00.0000000,NULL,Android,1,iOS,1,6fJsU1J6Lww9,Campaign 1 - IOS,Promo,Promotional,Completed,1,1,1,1,0,0,0,1.5,0.0500000007450581,8,Morning,1
1eHqy6oH,Email channel,https://subway.com/deals?utm_source=email&utm_medium=push&utm_campaign=promo_21,21,1,email,push,promo_21,0,Opt-out,2025-07-11 20:00:00.0000000,2025-07-10 14:00:00.0000000,NULL,Desktop,0,Windows,141,wCFGH1hETIR0,Campaign 21 - EMAIL,Awareness,Transactional,Completed,1,1,1,1,0,-0.25,-5,1,0.0500000007450581,20,Dinner,1
1eHqy6oH,iOS applications channel,https://subway.com/menu,37,0,Undefined,Undefined,Undefined,-1,Open,2025-07-08 10:00:00.0000000,2025-07-10 14:00:00.0000000,NULL,iPhone,1,macOS,37,76nPF741fDZO,Campaign 37 - IOS,Awareness,Transactional,Completed,2,1,1,0,1,0.0799999982118607,1,1.5,0.0500000007450581,10,Morning,0
1eHqy6oH,iOS applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=push&utm_campaign=promo_37,37,1,subway_app,push,promo_37,0,Open,2025-07-10 14:00:00.0000000,2025-07-10 14:00:00.0000000,NULL,iPhone,1,Windows,37,76nPF741fDZO,Campaign 37 - IOS,Awareness,Transactional,Completed,2,2,0,1,1,0.0799999982118607,1,1.5,0.0500000007450581,14,Lunch,0
1ffBgVVx,Android applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=push&utm_campaign=promo_02,2,1,subway_app,push,promo_02,0,Open,2025-04-02 12:00:00.0000000,2025-04-02 12:00:00.0000000,2025-04-04 20:00:00.0000000,Android,0,macOS,162,Sxi0C4MHWvlT,Campaign 2 - ANDROID,Promo,Promotional,Sent,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,12,Lunch,0
1ffBgVVx,iOS applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=email&utm_campaign=promo_17,17,1,subway_app,email,promo_17,0,Mobile App Click,2025-04-03 13:00:00.0000000,2025-04-02 12:00:00.0000000,2025-04-04 20:00:00.0000000,Android,0,iOS,257,u4R8vOqWTCrp,Campaign 17 - IOS,Awareness,Transactional,Sent,1,1,1,1,0,0.379999995231628,5,1.5,0.0500000007450581,13,Lunch,0
1ffBgVVx,iOS applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=email&utm_campaign=promo_18,18,1,subway_app,email,promo_18,0,Open,2024-10-24 11:08:39.0000000,2025-04-02 12:00:00.0000000,2025-04-04 20:00:00.0000000,Desktop,1,iOS,298,AWJhxeWgGXXu,Campaign 18 - IOS,Awareness,Promotional,Completed,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,11,Lunch,0
1ffBgVVx,Android applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=email&utm_campaign=promo_32,32,1,subway_app,email,promo_32,0,Mobile App Click,2025-04-04 20:00:00.0000000,2025-04-02 12:00:00.0000000,2025-04-04 20:00:00.0000000,Desktop,0,macOS,72,SSMKYJl9DVLx,Campaign 32 - ANDROID,Promo,Transactional,Completed,1,1,1,1,0,0.379999995231628,5,1.5,0.0500000007450581,20,Dinner,0
1o6OTTPx,Android applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=push&utm_campaign=promo_12,12,1,subway_app,push,promo_12,0,Open,2025-04-28 08:00:00.0000000,2025-04-28 08:00:00.0000000,2025-04-25 17:00:00.0000000,Android,1,Windows,252,mpWMLpFGWGy8,Campaign 12 - ANDROID,Awareness,Promotional,Completed,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,8,Morning,0
1o6OTTPx,iOS applications channel,https://subway.com/menu,22,0,Undefined,Undefined,Undefined,-1,Open,2025-04-26 15:00:00.0000000,2025-04-28 08:00:00.0000000,2025-04-25 17:00:00.0000000,Desktop,1,Windows,142,54Dffz5ls99e,Campaign 22 - IOS,Promo,Transactional,Sent,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,15,Afternoon,0
1o6OTTPx,iOS applications channel,https://subway.com/deals?utm_source=email&utm_medium=push&utm_campaign=promo_37,37,1,email,push,promo_37,0,Email Click,2025-04-25 17:00:00.0000000,2025-04-28 08:00:00.0000000,2025-04-25 17:00:00.0000000,iPhone,1,Windows,117,KI7wvRtzdO9P,Campaign 37 - IOS,Awareness,Transactional,Sent,1,1,1,1,0,0,0,1.5,0.0500000007450581,17,Afternoon,0
1o6OTTPx,Email channel,https://subway.com/deals?utm_source=email&utm_medium=push&utm_campaign=promo_39,39,1,email,push,promo_39,0,Open,2025-04-27 21:00:00.0000000,2025-04-28 08:00:00.0000000,2025-04-25 17:00:00.0000000,Desktop,1,iOS,39,pKO8lJVJAVgX,Campaign 39 - EMAIL,Loyalty,Transactional,Completed,1,1,1,1,0,0.0199999995529652,0.5,1,0.0500000007450581,21,Dinner,0
1r1VqLIK,Email channel,https://subway.com/menu,12,0,Undefined,Undefined,Undefined,-1,Mobile App Click,2025-07-25 16:00:00.0000000,2025-07-26 17:00:00.0000000,2025-07-25 16:00:00.0000000,Android,1,iOS,292,Jlc0SMFblme6,Campaign 12 - EMAIL,Awareness,Promotional,Sent,1,1,1,1,0,0,0,1,0.0500000007450581,16,Afternoon,0
1r1VqLIK,Email channel,https://subway.com/deals?utm_source=subway_app&utm_medium=push&utm_campaign=promo_25,25,1,subway_app,push,promo_25,0,Email Click,2025-07-24 08:00:00.0000000,2025-07-26 17:00:00.0000000,2025-07-25 16:00:00.0000000,Desktop,0,Windows,65,5jD1PCfUGhlX,Campaign 25 - EMAIL,Loyalty,Promotional,Completed,2,1,1,0,1,0.150000005960464,3,1,0.0500000007450581,8,Morning,0
