visit_date,guest_id,device_name,utm_source,utm_medium,utm_campaign,has_any_utm,complete_utm_loss_flag,rendered_screen_size,visitor_id,geosegmentation_countries,cities,zip_postal_codes,visits,campaign_id,raw_url,touch_count,touchpoint_sequence,is_multi_touch,is_any_touch,is_first_touch,is_last_touch,touchpoint_type
2025-03-11,1HmwTAsk,Desktop,Web Visits,Web Visits,Web Visits,1,0,1080x2340,X5Wjzh0hEfQo,USA,Chicago,31521,3,0,https://www.subway.com/menu/6-inch?utm_source=subway_app&utm_medium=email&utm_campaign=promo_06,1,1,0,1,1,1,SingleTouch
2024-11-29,1Is42BZa,Android,Web Visits,Web Visits,Web Visits,0,-1,1080x2340,SJN13JkXHAkI,USA,Miami,87383,2,0,https://www.subway.com/deals,1,1,0,1,1,1,SingleTouch
2025-06-18,1KQFj8fX,iPhone,Web Visits,Web Visits,Web Visits,0,-1,1366x768,tzQ3NgAiCoRc,USA,Seattle,36482,3,0,https://www.subway.com/menu,1,1,0,1,1,1,SingleTouch
2025-01-16,1SKgBiqE,Android,Web Visits,Web Visits,Web Visits,1,0,1179x2556,kFEZuymSEvsc,USA,Miami,78324,1,0,https://www.subway.com/locations?utm_source=subway_app&utm_medium=push&utm_campaign=promo_17,1,1,0,1,1,1,SingleTouch
2025-07-15,1af7W2pk,Desktop,Web Visits,Web Visits,Web Visits,1,0,1179x2556,M8HN0xzXFUL0,USA,Chicago,30353,2,0,https://www.subway.com/?utm_source=email&utm_medium=email&utm_campaign=promo_02,1,1,0,1,1,1,SingleTouch
2025-03-13,1eHqy6oH,Desktop,Web Visits,Web Visits,Web Visits,0,-1,1179x2556,33qXf3otwoct,USA,Los Angeles,94794,1,0,https://www.subway.com/menu/6-inch,1,1,0,1,1,1,SingleTouch
2025-01-03,1o6OTTPx,Android,Web Visits,Web Visits,Web Visits,0,-1,1366x768,KAIFCTiKeJ18,USA,Seattle,48647,2,0,https://www.subway.com/menu/6-inch,1,1,0,1,1,1,SingleTouch
2025-03-30,1r1VqLIK,Desktop,Web Visits,Web Visits,Web Visits,1,0,1179x2556,C0YJ0Gdatw6L,USA,Seattle,77015,3,0,https://www.subway.com/menu/6-inch?utm_source=subway_app&utm_medium=email&utm_campaign=promo_39,1,1,0,1,1,1,SingleTouch
2025-01-12,1tLvG1GI,Android,Web Visits,Web Visits,Web Visits,1,0,1080x2340,3GKqywkK4Lbt,USA,Chicago,65632,3,0,https://www.subway.com/catering?utm_source=subway_app&utm_medium=push&utm_campaign=promo_09,1,1,0,1,1,1,SingleTouch
2025-01-05,1y0HA9IR,Android,Web Visits,Web Visits,Web Visits,1,0,1179x2556,4ixl24P7vBaG,USA,Seattle,48533,2,0,https://www.subway.com/?utm_source=subway_app&utm_medium=email&utm_campaign=promo_06,1,1,0,1,1,1,SingleTouch
2025-08-18,21Zvhc8D,Android,Web Visits,Web Visits,Web Visits,1,0,1920x1080,EAuJiq4TsVIL,USA,Seattle,73674,2,0,https://www.subway.com/locations?utm_source=email&utm_medium=push&utm_campaign=promo_36,1,1,0,1,1,1,SingleTouch
2025-02-04,2GOb0LLz,iPhone,Web Visits,Web Visits,Web Visits,0,-1,1179x2556,Z17lr4aZbvE1,USA,Chicago,57061,2,0,https://www.subway.com/menu/6-inch,1,1,0,1,1,1,SingleTouch
2025-07-15,2GjkloN1,Android,Web Visits,Web Visits,Web Visits,0,-1,1366x768,aX3alHtspeYR,USA,Chicago,27093,1,0,https://www.subway.com/locations,1,1,0,1,1,1,SingleTouch
2025-01-08,2JX0NNRP,Android,Web Visits,Web Visits,Web Visits,0,-1,1366x768,eYaioy0HO9LM,USA,New York,79732,3,0,https://www.subway.com/menu/footlongs,1,1,0,1,1,1,SingleTouch
2025-03-17,2KkxkqXg,iPhone,Web Visits,Web Visits,Web Visits,1,0,1366x768,iy5J1tjbM2jl,USA,New York,39989,2,0,https://www.subway.com/?utm_source=subway_app&utm_medium=email&utm_campaign=promo_40,1,1,0,1,1,1,SingleTouch
2024-10-09,2SRg3oit,Desktop,Web Visits,Web Visits,Web Visits,1,0,1179x2556,s9B17r1RL76s,USA,Los Angeles,87348,3,0,https://www.subway.com/menu/footlongs?utm_source=subway_app&utm_medium=email&utm_campaign=promo_23,1,1,0,1,1,1,SingleTouch
2024-11-29,2YgGXI1V,Desktop,Web Visits,Web Visits,Web Visits,1,0,1366x768,8qd6KhhgVzaN,USA,New York,48577,2,0,https://www.subway.com/menu/6-inch?utm_source=subway_app&utm_medium=push&utm_campaign=promo_40,1,1,0,1,1,1,SingleTouch
2025-08-08,2fqmO9Jr,Desktop,Web Visits,Web Visits,Web Visits,0,-1,1179x2556,ORK4mJmx7dNa,USA,Chicago,75760,1,0,https://www.subway.com/menu,1,1,0,1,1,1,SingleTouch
2025-05-21,2hsfWkrC,Desktop,Web Visits,Web Visits,Web Visits,1,0,1366x768,crmtpyqJobQj,USA,Los Angeles,41780,3,0,https://www.subway.com/?utm_source=subway_app&utm_medium=email&utm_campaign=promo_14,1,1,0,1,1,1,SingleTouch
2025-04-26,2p17fr4C,Android,Web Visits,Web Visits,Web Visits,1,0,1920x1080,1EGoRt6pqJmH,USA,Chicago,46757,3,0,https://www.subway.com/menu/6-inch?utm_source=subway_app&utm_medium=push&utm_campaign=promo_29,1,1,0,1,1,1,SingleTouch
2025-07-28,2pdpf7Bh,Android,Web Visits,Web Visits,Web Visits,1,0,1920x1080,0iAshwc5DNvA,USA,Miami,57292,3,0,https://www.subway.com/catering?utm_source=email&utm_medium=push&utm_campaign=promo_05,1,1,0,1,1,1,SingleTouch
2025-08-27,2qGFq562,Desktop,Web Visits,Web Visits,Web Visits,1,0,1366x768,rTbvzGDybNqE,USA,Los Angeles,30941,1,0,https://www.subway.com/?utm_source=subway_app&utm_medium=email&utm_campaign=promo_23,1,1,0,1,1,1,SingleTouch
2024-11-18,2wDqnDtR,Desktop,Web Visits,Web Visits,Web Visits,1,0,1080x2340,Czp9csMpe5vm,USA,New York,21141,2,0,https://www.subway.com/menu?utm_source=email&utm_medium=push&utm_campaign=promo_16,1,1,0,1,1,1,SingleTouch
2024-10-22,32CgH6Da,iPhone,Web Visits,Web Visits,Web Visits,0,-1,1366x768,Wxm1q3V4x05H,USA,New York,18916,2,0,https://www.subway.com/deals,1,1,0,1,1,1,SingleTouch
2025-03-19,36wNBrOY,iPhone,Web Visits,Web Visits,Web Visits,0,-1,1920x1080,TM3CHCiRjnuG,USA,Seattle,26118,2,0,https://www.subway.com/,1,1,0,1,1,1,SingleTouch
2024-12-27,37EK4pEt,Android,Web Visits,Web Visits,Web Visits,0,-1,1366x768,tGyQ3t7TFQyU,USA,Seattle,63148,3,0,https://www.subway.com/menu/6-inch,1,1,0,1,1,1,SingleTouch
2025-04-01,3ANVj77p,Android,Web Visits,Web Visits,Web Visits,1,0,1366x768,QfaSngKnMVJO,USA,New York,11811,3,0,https://www.subway.com/menu/6-inch?utm_source=subway_app&utm_medium=push&utm_campaign=promo_31,1,1,0,1,1,1,SingleTouch
2025-08-09,3ECqWp1O,Desktop,Web Visits,Web Visits,Web Visits,0,-1,1179x2556,T5SMo3ysByNz,USA,New York,24984,2,0,https://www.subway.com/locations,1,1,0,1,1,1,SingleTouch
2025-01-20,3JjhcaKM,iPhone,Web Visits,Web Visits,Web Visits,1,0,1179x2556,x1D4qPy4AEk1,USA,Seattle,18547,2,0,https://www.subway.com/rewards?utm_source=subway_app&utm_medium=email&utm_campaign=promo_31,1,1,0,1,1,1,SingleTouch
2024-10-29,3QHtDP9b,iPhone,Web Visits,Web Visits,Web Visits,0,-1,1179x2556,MjwTZDhrIY4o,USA,New York,53874,3,0,https://www.subway.com/,1,1,0,1,1,1,SingleTouch
2024-12-27,3gCkSt5b,Android,Web Visits,Web Visits,Web Visits,1,0,1366x768,4Sgal8xQhfSC,USA,Chicago,51703,1,0,https://www.subway.com/catering?utm_source=email&utm_medium=email&utm_campaign=promo_31,1,1,0,1,1,1,SingleTouch
2025-07-21,3hXZpnZV,Desktop,Web Visits,Web Visits,Web Visits,1,0,1179x2556,7WJgz8g0LXk1,USA,New York,35265,2,0,https://www.subway.com/rewards?utm_source=subway_app&utm_medium=email&utm_campaign=promo_18,1,1,0,1,1,1,SingleTouch
2025-07-27,3jCIEwvJ,Android,Web Visits,Web Visits,Web Visits,1,0,1920x1080,U1VR7Zo1XS2R,USA,Chicago,31085,1,0,https://www.subway.com/menu/footlongs?utm_source=email&utm_medium=push&utm_campaign=promo_34,1,1,0,1,1,1,SingleTouch
2025-02-15,3kZZl4Ab,Android,Web Visits,Web Visits,Web Visits,1,0,1179x2556,uvtwNxasfJfc,USA,Miami,59116,2,0,https://www.subway.com/menu/6-inch?utm_source=email&utm_medium=email&utm_campaign=promo_30,1,1,0,1,1,1,SingleTouch
2025-02-25,3keWFupv,Android,Web Visits,Web Visits,Web Visits,1,0,1366x768,y0MjsnM6SouL,USA,Los Angeles,21204,1,0,https://www.subway.com/?utm_source=subway_app&utm_medium=push&utm_campaign=promo_31,1,1,0,1,1,1,SingleTouch
2024-09-27,3oobQmzv,Android,Web Visits,Web Visits,Web Visits,1,0,1366x768,CMnrAuR1QBtf,USA,Chicago,33286,1,0,https://www.subway.com/deals?utm_source=subway_app&utm_medium=push&utm_campaign=promo_15,1,1,0,1,1,1,SingleTouch
2025-06-14,3udbjLT6,Desktop,Web Visits,Web Visits,Web Visits,1,0,1366x768,srLDYkF0wP6x,USA,Los Angeles,66324,2,0,https://www.subway.com/?utm_source=subway_app&utm_medium=email&utm_campaign=promo_04,1,1,0,1,1,1,SingleTouch
2025-04-03,3whlIzHi,iPhone,Web Visits,Web Visits,Web Visits,1,0,1080x2340,FWiASI8k8YKo,USA,Chicago,74119,1,0,https://www.subway.com/locations?utm_source=subway_app&utm_medium=email&utm_campaign=promo_25,1,1,0,1,1,1,SingleTouch
2025-04-17,41U5iE6F,iPhone,Web Visits,Web Visits,Web Visits,1,0,1080x2340,q758PNboS6EK,USA,New York,77804,3,0,https://www.subway.com/locations?utm_source=subway_app&utm_medium=push&utm_campaign=promo_40,1,1,0,1,1,1,SingleTouch
2025-04-27,41XJOLlX,Android,Web Visits,Web Visits,Web Visits,1,0,1366x768,a7V51LdAZqep,USA,Miami,74190,3,0,https://www.subway.com/catering?utm_source=subway_app&utm_medium=push&utm_campaign=promo_20,1,1,0,1,1,1,SingleTouch
2024-11-21,41l76c1z,iPhone,Web Visits,Web Visits,Web Visits,1,0,1179x2556,FTzMAYmWVvsQ,USA,New York,39455,2,0,https://www.subway.com/menu/footlongs?utm_source=email&utm_medium=email&utm_campaign=promo_35,1,1,0,1,1,1,SingleTouch
2025-04-20,48i2GDrm,Android,Web Visits,Web Visits,Web Visits,1,0,1080x2340,UH7qi28wz8nC,USA,Seattle,87121,2,0,https://www.subway.com/menu/6-inch?utm_source=email&utm_medium=push&utm_campaign=promo_02,1,1,0,1,1,1,SingleTouch
2025-01-04,4HcQv4XN,iPhone,Web Visits,Web Visits,Web Visits,0,-1,1920x1080,3xdMgn2WgYIi,USA,New York,78669,1,0,https://www.subway.com/menu/6-inch,1,1,0,1,1,1,SingleTouch
2025-07-21,4JEdfryi,iPhone,Web Visits,Web Visits,Web Visits,1,0,1179x2556,ylAenkjgBYHl,USA,Seattle,11833,3,0,https://www.subway.com/menu?utm_source=subway_app&utm_medium=email&utm_campaign=promo_07,1,1,0,1,1,1,SingleTouch
2025-06-02,4KPONu3O,Desktop,Web Visits,Web Visits,Web Visits,0,-1,1080x2340,VA26xUOpvtFr,USA,Seattle,80461,2,0,https://www.subway.com/catering,1,1,0,1,1,1,SingleTouch
2025-01-23,4MaG4iCk,Desktop,Web Visits,Web Visits,Web Visits,0,-1,1366x768,BHydkcSqaVZi,USA,Los Angeles,19190,1,0,https://www.subway.com/locations,1,1,0,1,1,1,SingleTouch
2025-07-14,4S5jIc1x,iPhone,Web Visits,Web Visits,Web Visits,0,-1,1366x768,QNczb5yN4ERP,USA,Chicago,52776,3,0,https://www.subway.com/menu/footlongs,1,1,0,1,1,1,SingleTouch
2024-10-13,4SFhbOMZ,iPhone,Web Visits,Web Visits,Web Visits,1,0,1080x2340,8LCZ2bmoWWNt,USA,Los Angeles,54336,2,0,https://www.subway.com/?utm_source=subway_app&utm_medium=email&utm_campaign=promo_14,1,1,0,1,1,1,SingleTouch
2025-07-28,4i3erXY2,Desktop,Web Visits,Web Visits,Web Visits,1,0,1366x768,Gv13P7oHE450,USA,New York,38525,2,0,https://www.subway.com/rewards?utm_source=subway_app&utm_medium=push&utm_campaign=promo_30,1,1,0,1,1,1,SingleTouch
2024-12-18,4uG4yAM6,iPhone,Web Visits,Web Visits,Web Visits,0,-1,1366x768,4PISj5rsyyIn,USA,New York,27410,3,0,https://www.subway.com/menu,1,1,0,1,1,1,SingleTouch
2025-09-06,51vTfGPl,Android,Web Visits,Web Visits,Web Visits,1,0,1920x1080,08v53245IXes,USA,Miami,49682,2,0,https://www.subway.com/catering?utm_source=subway_app&utm_medium=email&utm_campaign=promo_17,1,1,0,1,1,1,SingleTouch
2025-03-26,57Y3c5wn,Android,Web Visits,Web Visits,Web Visits,0,-1,1366x768,tPqPShUU5tpM,USA,Seattle,68180,1,0,https://www.subway.com/menu/6-inch,1,1,0,1,1,1,SingleTouch
2025-08-30,5ETbB8Pk,Android,Web Visits,Web Visits,Web Visits,0,-1,1080x2340,bWyoxyUUAcAP,USA,Los Angeles,16379,2,0,https://www.subway.com/menu,1,1,0,1,1,1,SingleTouch
2025-07-15,5Gj1Bf86,iPhone,Web Visits,Web Visits,Web Visits,1,0,1920x1080,ROUYmlbRmeo6,USA,Chicago,24637,1,0,https://www.subway.com/menu/6-inch?utm_source=email&utm_medium=push&utm_campaign=promo_16,1,1,0,1,1,1,SingleTouch
2025-07-14,5HZKRNjh,Android,Web Visits,Web Visits,Web Visits,1,0,1179x2556,bTzWmgRwJy1i,USA,Seattle,55879,3,0,https://www.subway.com/menu/6-inch?utm_source=subway_app&utm_medium=email&utm_campaign=promo_16,1,1,0,1,1,1,SingleTouch
2024-10-08,5IEPXjxz,iPhone,Web Visits,Web Visits,Web Visits,0,-1,1179x2556,WqnNYNXia10B,USA,New York,18807,1,0,https://www.subway.com/locations,1,1,0,1,1,1,SingleTouch
2025-01-23,5KRUhoVG,Desktop,Web Visits,Web Visits,Web Visits,1,0,1920x1080,NcxwNR2NIfGG,USA,Los Angeles,42306,3,0,https://www.subway.com/locations?utm_source=subway_app&utm_medium=push&utm_campaign=promo_19,1,1,0,1,1,1,SingleTouch
2024-10-02,5MI0a58X,Android,Web Visits,Web Visits,Web Visits,0,-1,1366x768,3MU65Il2eFCE,USA,Miami,89970,2,0,https://www.subway.com/deals,1,1,0,1,1,1,SingleTouch
2024-10-30,5QqfPIyl,iPhone,Web Visits,Web Visits,Web Visits,0,-1,1920x1080,OgJzoB7MQ3bD,USA,Miami,63634,3,0,https://www.subway.com/menu/6-inch,1,1,0,1,1,1,SingleTouch
2024-11-15,5TCfZR92,Desktop,Web Visits,Web Visits,Web Visits,1,0,1920x1080,nwdG28pk6PmY,USA,Chicago,39868,3,0,https://www.subway.com/rewards?utm_source=email&utm_medium=email&utm_campaign=promo_27,1,1,0,1,1,1,SingleTouch
2025-05-30,5gGUNhsh,Desktop,Web Visits,Web Visits,Web Visits,0,-1,1179x2556,fTleHP5djsau,USA,New York,65353,1,0,https://www.subway.com/locations,1,1,0,1,1,1,SingleTouch
2024-10-04,5sRIkeC8,iPhone,Web Visits,Web Visits,Web Visits,0,-1,1080x2340,sPAvnZ7A581x,USA,Chicago,16198,3,0,https://www.subway.com/rewards,1,1,0,1,1,1,SingleTouch
2025-05-06,5t2kTT7S,Android,Web Visits,Web Visits,Web Visits,0,-1,1179x2556,3IWcoN9HvSGS,USA,Miami,31853,3,0,https://www.subway.com/,1,1,0,1,1,1,SingleTouch
2025-07-31,5yC366yy,iPhone,Web Visits,Web Visits,Web Visits,1,0,1920x1080,AKMugWvowooS,USA,Seattle,50802,2,0,https://www.subway.com/catering?utm_source=subway_app&utm_medium=email&utm_campaign=promo_08,1,1,0,1,1,1,SingleTouch
2025-08-20,63SAIcY9,Android,Web Visits,Web Visits,Web Visits,0,-1,1920x1080,NtEL7oR07Oq2,USA,Chicago,10577,2,0,https://www.subway.com/menu,1,1,0,1,1,1,SingleTouch
2025-08-29,6GRA0jMg,Android,Web Visits,Web Visits,Web Visits,1,0,1080x2340,Z8ojee0XG8ve,USA,Chicago,94424,1,0,https://www.subway.com/menu/6-inch?utm_source=subway_app&utm_medium=email&utm_campaign=promo_13,1,1,0,1,1,1,SingleTouch
2024-09-10,6HfPQBGx,iPhone,Web Visits,Web Visits,Web Visits,1,0,1179x2556,pA84sKyDF26n,USA,New York,54873,3,0,https://www.subway.com/deals?utm_source=subway_app&utm_medium=push&utm_campaign=promo_13,1,1,0,1,1,1,SingleTouch
2025-01-05,6LEZKRCl,Desktop,Web Visits,Web Visits,Web Visits,1,0,1179x2556,pgccGiY7jrwb,USA,Chicago,54453,3,0,https://www.subway.com/menu?utm_source=subway_app&utm_medium=email&utm_campaign=promo_34,1,1,0,1,1,1,SingleTouch
2024-12-04,6XfPKoIV,Android,Web Visits,Web Visits,Web Visits,1,0,1080x2340,7VfC1sxa4oo3,USA,Los Angeles,74469,3,0,https://www.subway.com/menu?utm_source=subway_app&utm_medium=push&utm_campaign=promo_30,1,1,0,1,1,1,SingleTouch
2024-10-05,6an7m9Vh,Desktop,Web Visits,Web Visits,Web Visits,1,0,1080x2340,pQMUkSlocB4x,USA,New York,72656,2,0,https://www.subway.com/menu/footlongs?utm_source=subway_app&utm_medium=push&utm_campaign=promo_07,1,1,0,1,1,1,SingleTouch
2024-11-05,6con53S4,iPhone,Web Visits,Web Visits,Web Visits,1,0,1080x2340,dfGgUlorRtRA,USA,Miami,53699,3,0,https://www.subway.com/menu?utm_source=subway_app&utm_medium=push&utm_campaign=promo_35,1,1,0,1,1,1,SingleTouch
2025-01-11,6lrrC4jc,iPhone,Web Visits,Web Visits,Web Visits,0,-1,1080x2340,QAsqmhseGgKu,USA,Seattle,88674,2,0,https://www.subway.com/deals,1,1,0,1,1,1,SingleTouch
2025-01-20,7lH9zMKO,Android,Web Visits,Web Visits,Web Visits,0,-1,1080x2340,eP5nNRVgxKcT,USA,Miami,60258,3,0,https://www.subway.com/menu/footlongs,1,1,0,1,1,1,SingleTouch
2025-08-08,7uMdX7ON,Desktop,Web Visits,Web Visits,Web Visits,0,-1,1920x1080,5wlFjF75CnHl,USA,New York,28975,3,0,https://www.subway.com/deals,1,1,0,1,1,1,SingleTouch
2025-02-03,7vsDPIHF,Android,Web Visits,Web Visits,Web Visits,0,-1,1080x2340,WapY5VPnwBm8,USA,Los Angeles,82224,1,0,https://www.subway.com/catering,1,1,0,1,1,1,SingleTouch
2024-09-28,85PtmjHW,Android,Web Visits,Web Visits,Web Visits,1,0,1920x1080,Vh5OXtNd3Pc6,USA,New York,82055,2,0,https://www.subway.com/menu?utm_source=subway_app&utm_medium=email&utm_campaign=promo_39,1,1,0,1,1,1,SingleTouch
2024-10-31,8Ju6NoPe,Android,Web Visits,Web Visits,Web Visits,0,-1,1080x2340,y83H0EbLJLas,USA,Los Angeles,15487,3,0,https://www.subway.com/menu/6-inch,1,1,0,1,1,1,SingleTouch
2025-04-04,8Kz2X9Kc,Desktop,Web Visits,Web Visits,Web Visits,1,0,1366x768,xdq0TMoyECDB,USA,Chicago,89644,3,0,https://www.subway.com/rewards?utm_source=subway_app&utm_medium=push&utm_campaign=promo_09,1,1,0,1,1,1,SingleTouch
2024-10-18,8L4V6lOR,Desktop,Web Visits,Web Visits,Web Visits,0,-1,1179x2556,9XwzFxJbZPLV,USA,Los Angeles,81565,1,0,https://www.subway.com/,1,1,0,1,1,1,SingleTouch
2025-08-26,8QwGt2k1,Android,Web Visits,Web Visits,Web Visits,1,0,1920x1080,Nghvug9Mj7wd,USA,Seattle,89163,1,0,https://www.subway.com/catering?utm_source=subway_app&utm_medium=push&utm_campaign=promo_27,1,1,0,1,1,1,SingleTouch
2025-05-13,8UjwtvDY,Android,Web Visits,Web Visits,Web Visits,1,0,1080x2340,wS1wHYStQGXv,USA,Seattle,34561,3,0,https://www.subway.com/menu/6-inch?utm_source=subway_app&utm_medium=push&utm_campaign=promo_36,1,1,0,1,1,1,SingleTouch
2024-10-09,8WpRtoZm,iPhone,Web Visits,Web Visits,Web Visits,1,0,1179x2556,zMBgXaPuLNel,USA,Chicago,74379,2,0,https://www.subway.com/catering?utm_source=email&utm_medium=push&utm_campaign=promo_32,1,1,0,1,1,1,SingleTouch
2025-08-17,8bWR0rKc,Desktop,Web Visits,Web Visits,Web Visits,1,0,1080x2340,QajunkYrJsbw,USA,Seattle,87286,1,0,https://www.subway.com/locations?utm_source=subway_app&utm_medium=email&utm_campaign=promo_02,1,1,0,1,1,1,SingleTouch
2024-12-21,8deQOzxG,Desktop,Web Visits,Web Visits,Web Visits,1,0,1920x1080,YIIQc5T4oxxN,USA,Seattle,83157,2,0,https://www.subway.com/menu?utm_source=subway_app&utm_medium=push&utm_campaign=promo_11,1,1,0,1,1,1,SingleTouch
2024-10-31,8ftJyPYv,Desktop,Web Visits,Web Visits,Web Visits,1,0,1366x768,Kqh4tyWjCAck,USA,Seattle,10059,3,0,https://www.subway.com/locations?utm_source=email&utm_medium=email&utm_campaign=promo_02,1,1,0,1,1,1,SingleTouch
2025-08-21,8nDSqXxk,Desktop,Web Visits,Web Visits,Web Visits,1,0,1366x768,Moy0khZAWKwH,USA,Los Angeles,51756,3,0,https://www.subway.com/deals?utm_source=email&utm_medium=email&utm_campaign=promo_01,1,1,0,1,1,1,SingleTouch
2024-09-22,8nXiWqsu,Desktop,Web Visits,Web Visits,Web Visits,1,0,1366x768,Hl0VUlOrrMYi,USA,Los Angeles,50498,3,0,https://www.subway.com/menu/footlongs?utm_source=subway_app&utm_medium=email&utm_campaign=promo_38,1,1,0,1,1,1,SingleTouch
2025-02-04,8rGIFCfM,Desktop,Web Visits,Web Visits,Web Visits,0,-1,1920x1080,pd8f2NwkYiI7,USA,Los Angeles,10087,3,0,https://www.subway.com/menu/footlongs,1,1,0,1,1,1,SingleTouch
2025-04-28,8vaWQy2V,iPhone,Web Visits,Web Visits,Web Visits,1,0,1366x768,WzXeyHGt7z2j,USA,Chicago,15709,2,0,https://www.subway.com/deals?utm_source=subway_app&utm_medium=push&utm_campaign=promo_31,1,1,0,1,1,1,SingleTouch
2025-05-28,8vx0d0o2,Android,Web Visits,Web Visits,Web Visits,1,0,1080x2340,4sLMfE3z4cBB,USA,Chicago,51557,2,0,https://www.subway.com/locations?utm_source=subway_app&utm_medium=email&utm_campaign=promo_07,1,1,0,1,1,1,SingleTouch
2025-07-14,8wcoWFoe,iPhone,Web Visits,Web Visits,Web Visits,1,0,1366x768,1qwlq1urADSF,USA,Los Angeles,29632,1,0,https://www.subway.com/?utm_source=subway_app&utm_medium=email&utm_campaign=promo_07,1,1,0,1,1,1,SingleTouch
2024-12-02,8woPeX9P,Desktop,Web Visits,Web Visits,Web Visits,0,-1,1179x2556,qjipiQUpx11O,USA,Seattle,32232,2,0,https://www.subway.com/menu,1,1,0,1,1,1,SingleTouch
2025-08-18,8xWjmMGz,Desktop,Web Visits,Web Visits,Web Visits,1,0,1080x2340,i7CtR7pj1NjV,USA,Chicago,12137,1,0,https://www.subway.com/locations?utm_source=subway_app&utm_medium=push&utm_campaign=promo_14,1,1,0,1,1,1,SingleTouch
